sample_id,viral_family_tax_id,assigned_reads
IPB24C-127,11012,1268
IPB24C-127,11050,3430
IPB24C-127,11118,1853271
IPB24C-127,12058,39078
IPB24C-127,39724,3226
IPB24C-127,39733,8292
IPB24C-127,39738,6260
IPB24C-127,151341,1428
IPB24C-127,232795,285709
IPB24C-127,675071,9043
IPB24C-127,699189,5027
IPB24C-127,1283210,68061
IPB24C-127,1910928,7688
IPB24C-128,11118,1.1582583E7
IPB24C-128,39724,5432
IPB24C-128,232795,5861
IPB24C-77,10780,1136791
IPB24C-77,10841,905
IPB24C-77,11118,13037
IPB24C-77,12283,1570
IPB24C-77,39724,8434
IPB24C-77,39738,18756
IPB24C-77,232795,2267
IPB24C-77,291484,2572
IPB24C-77,699189,2645
IPB24C-77,1910928,815
IPB24C-77,2169577,1429
IPB24C-99,10780,1907
IPB24C-99,11118,9549
IPB24C-99,12058,74774
IPB24C-99,39724,2271
IPB24C-99,39733,1118
IPB24C-99,151341,1804
IPB24C-99,232795,1613210
IPB24C-99,291484,1115
IPB24D-43,10780,542
IPB24D-43,11118,728
IPB24D-43,2731643,54631
IPB24D-46,10780,5327367
IPB24D-46,1283210,79800
IPB24D-48,10240,9612
IPB24D-48,10662,2755
IPB24D-48,10780,1815
IPB24D-48,10841,2717
IPB24D-48,11118,11769
IPB24D-48,11632,1155
IPB24D-48,39724,3607
IPB24D-48,2560065,775
IPB24D-55,10841,388
IPB24D-55,11012,403
IPB24D-55,11118,3241
IPB24D-55,11632,222
IPB24D-55,39724,2158
IPB24D-55,232795,7120
IPB24D-55,1910928,494
IPB24E-170,10662,739125
IPB24E-170,10744,260936
IPB24E-170,2169529,4517
IPB24E-171,10292,1469
IPB24E-171,10662,276774
IPB24E-171,10744,217523
IPB24E-171,10780,693691
IPB24E-171,12283,1485
IPB24E-171,39738,2937
IPB24E-171,232795,16582
IPB24E-171,699189,20017
IPB24E-171,1283207,83595
IPB24E-171,1283210,1512
IPB24E-171,2169529,5205
IPB24E-171,2169577,5468
IPB24E-172,10662,321606
IPB24E-172,10699,1162
IPB24E-172,10744,134371
IPB24E-172,10780,4313
IPB24E-172,11012,38969
IPB24E-172,12058,12111
IPB24E-172,12283,1768
IPB24E-172,39738,9232
IPB24E-172,151340,7314
IPB24E-172,1283210,1196
IPB24E-172,1910928,1372
IPB24E-172,2022639,8132
IPB24E-172,2169529,3795
IPB24E-172,2169577,17576
IPB24E-172,2731690,1406
IPB24E-173,10292,24151
IPB24E-173,10662,387142
IPB24E-173,10744,191230
IPB24E-173,10780,27355
IPB24E-173,11006,2399
IPB24E-173,11012,10025
IPB24E-173,12058,36809
IPB24E-173,39738,264813
IPB24E-173,232795,43849
IPB24E-173,699189,48260
IPB24E-173,1283210,3159
IPB24E-173,1910928,30254
IPB24E-173,2169529,4124
IPB24E-173,2169577,9752
IPB24E-174,10662,2575305
IPB24E-174,10699,2043
IPB24E-174,10744,7190
IPB24E-175,10662,617836
IPB24E-176,10662,1769343
IPB24E-176,10744,17497
IPB24E-176,11006,2481
IPB24E-176,12058,1169611
IPB24E-176,249184,4255
IPB24E-176,699189,799285
IPB24E-176,2842329,12902
IPB24E-177,10662,166003
IPB24E-177,10744,1062
IPB24E-177,10780,1189
IPB24E-177,10841,33252
IPB24E-177,11118,7468
IPB24E-177,11632,1780
IPB24E-177,39724,1307
IPB24E-177,39733,113824
IPB24E-177,549779,2017
IPB24E-177,687329,2209
IPB24E-178,10662,242669
IPB24E-178,11270,1781
IPB24E-179,10662,181245
IPB24E-179,10699,1655
IPB24E-179,10744,146296
IPB24E-179,10780,3647
IPB24E-179,11632,1956
IPB24E-179,11974,1585
IPB24E-179,39738,2145
IPB24E-179,151340,17630
IPB24E-179,232795,4214
IPB24E-179,2169529,4028
IPB24E-180,10662,540845
IPB24E-180,10744,2878
IPB24E-180,10780,2316
IPB24E-180,11632,1438
IPB24E-180,12058,7522
IPB24E-181,10662,287792
IPB24E-181,10744,77831
IPB24E-181,2169529,1817
IPB24E-182,10662,346163
IPB24E-182,10699,1055
IPB24E-182,10744,4435
IPB24E-182,10841,990
IPB24E-182,232795,980
IPB24E-182,687329,7521
IPB24E-182,2731643,7225
IPB24E-182,2842329,1301
IPB24E-183,10662,121771
IPB24E-184,10662,856329
IPB24E-184,10744,16562
IPB24E-184,10841,1144
IPB24E-184,151340,29259
IPB24E-184,232795,1684
IPB24E-184,2731643,2999
IPB24E-185,10662,1008676
IPB24E-185,10699,1345
IPB24E-185,10744,8578
IPB24E-185,151340,1646
IPB24E-185,232795,2641
IPB24E-185,2731643,1161
IPB24E-186,10662,439970
IPB24E-186,10744,4748
IPB24E-186,10780,770
IPB24E-186,10841,1870
IPB24E-186,39733,1100
IPB24E-186,151340,1186
IPB24E-186,232795,1428
IPB24E-186,699189,775
IPB24E-186,2731690,8532
IPB24E-188,10662,345086
IPB24E-188,10699,1960
IPB24E-188,10744,175503
IPB24E-188,10780,3952
IPB24E-188,10841,8152
IPB24E-188,11118,724111
IPB24E-188,11158,2318
IPB24E-188,151340,68449
IPB24E-188,699189,20320
IPB24E-188,2169529,4859
IPB24E-189,10662,114639
IPB24E-189,10744,35601
IPB24E-189,2169529,1135
IPB24E-190,10662,691056
IPB24E-190,10744,3201
IPB24E-190,10841,21133
IPB24E-190,11989,3374
IPB24E-190,39724,5567
IPB24E-191,10662,6999
IPB24E-191,10780,72520
IPB24E-191,11006,4180
IPB24E-191,1283210,206671
IPB24E-192,10662,599803
IPB24E-192,10699,787
IPB24E-192,10744,1983
IPB24E-192,11118,25357
IPB24E-192,11158,2528
IPB24E-192,39733,43634
IPB24E-192,549779,65856
IPB24E-193,10662,225791
IPB24E-193,10699,787
IPB24E-193,10744,84677
IPB24E-193,11118,742
IPB24E-193,151340,974
IPB24E-193,585893,990
IPB24E-193,2169529,2363
IPB24E-194,10240,4409
IPB24E-194,10662,87266
IPB24E-194,10699,1785
IPB24E-194,10744,44555
IPB24E-194,10841,2079
IPB24E-194,2169529,1548
IPB24E-194,2842329,1354
IPB24E-195,10662,103169
IPB24E-195,10841,805
IPB24E-195,11118,4446
IPB24E-196,10292,3887
IPB24E-196,10662,985346
IPB24E-196,10699,1309
IPB24E-196,10744,26584
IPB24E-196,10780,6805
IPB24E-196,11118,177062
IPB24E-196,11270,2103
IPB24E-196,12058,77748
IPB24E-196,151340,8880
IPB24E-196,2731643,9581
IPB24E-196,2842333,1449
IPB24E-197,10662,1079015
IPB24E-197,10744,15755
IPB24E-197,11118,3894
IPB24E-197,11270,1050
IPB24E-197,11632,1893
IPB24E-197,12058,12354
IPB24E-197,2731643,2712
IPB24E-198,10662,340682
IPB24E-198,10744,7531
IPB24E-198,11118,5047
IPB24E-198,12058,165865
IPB24E-198,39738,1392
IPB24E-198,2731643,1669
IPB24E-199,10508,1502
IPB24E-199,10662,385259
IPB24E-199,10744,994
IPB24E-199,11118,11342
IPB24E-199,151340,26485
IPB24E-199,585893,1026
IPB24E-200,10292,584
IPB24E-200,10662,298050
IPB24E-200,10699,1024
IPB24E-200,10744,4095
IPB24E-200,11118,9737
IPB24E-200,12058,42178
IPB24E-200,151340,7239
IPB24E-200,2731643,1722
IPB24E-201,10662,182602
IPB24E-201,10699,690
IPB24E-201,10744,9582
IPB24E-201,10780,536
IPB24E-201,11118,10185
IPB24E-201,12058,6979
IPB24E-201,39733,715
IPB24E-201,151340,62554
IPB24E-201,585893,1680
IPB24E-201,699189,65167
IPB24E-201,2731643,2387
IPB24G-201,10662,178184
IPB24G-201,10699,766
IPB24G-201,10744,9813
IPB24G-201,10780,605
IPB24G-201,11118,11441
IPB24G-201,12058,8906
IPB24G-201,39733,702
IPB24G-201,151340,76853
IPB24G-201,585893,1893
IPB24G-201,699189,90784
IPB24G-201,2731643,2526
IPB24G-202,10662,84113
IPB24G-202,10744,55800
IPB24G-202,10841,5836
IPB24G-202,11012,900
IPB24G-202,12058,1640
IPB24G-202,151340,2240
IPB24G-202,2169529,1407
IPB24G-202,2731643,7986
IPB24G-202,2842333,5887
IPB24G-203,10508,97787
IPB24G-203,10662,55017
IPB24G-203,10699,3155
IPB24G-203,10744,75506
IPB24G-203,10780,11704
IPB24G-203,10841,2810
IPB24G-203,11118,11711
IPB24G-203,39733,18753
IPB24G-203,39738,186346
IPB24G-203,151340,4730
IPB24G-203,699189,2422
IPB24G-203,2169529,23517
IPB24G-203,2731643,35541
IPB24G-203,2731691,4077
IPB24G-204,10508,12021
IPB24G-204,10662,163389
IPB24G-204,10699,1754
IPB24G-204,10744,215624
IPB24G-204,10780,138070
IPB24G-204,11118,2732
IPB24G-204,11158,3245
IPB24G-204,39738,27212
IPB24G-204,2169529,4581
IPB24G-205,10662,94695
IPB24G-205,10699,7860
IPB24G-205,10744,4825
IPB24G-205,10841,3525
IPB24G-205,11012,1444
IPB24G-205,11158,1404
IPB24G-205,39738,11275
IPB24G-205,232795,33438
IPB24G-205,1910928,1118
IPB24G-206,10508,11877
IPB24G-206,10662,65366
IPB24G-206,10744,1974
IPB24G-206,10780,428386
IPB24G-206,11118,120446
IPB24G-206,12058,1223693
IPB24G-206,12283,1477
IPB24G-206,39733,1541
IPB24G-206,39738,1136
IPB24G-206,699189,5779
IPB24G-206,1283210,20846
IPB24G-206,2169577,2016
IPB24G-207,10662,465465
IPB24G-207,10699,1715
IPB24G-207,10744,225492
IPB24G-207,11118,25741
IPB24G-207,549779,1518
IPB24G-207,2169529,5768
IPB24G-208,10662,58422
IPB24G-208,10744,29718
IPB24G-208,11118,2191
IPB24G-208,11632,197434
IPB24G-208,39733,1083
IPB24G-208,232795,1155
IPB24G-208,2169529,1028
IPB24G-209,10662,153186
IPB24G-209,10699,2471
IPB24G-209,10744,357652
IPB24G-209,10780,1699
IPB24G-209,11118,166343
IPB24G-209,232795,2499
IPB24G-209,699189,11843
IPB24G-209,2169529,7861
IPB24G-209,2169570,2235
IPB24G-209,2169577,1650
IPB24G-210,10662,141061
IPB24G-210,10744,80529
IPB24G-210,10780,2305
IPB24G-210,11118,68443
IPB24G-210,11632,4487
IPB24G-210,39733,14442
IPB24G-210,232795,3135
IPB24G-210,1283210,1902
IPB24G-210,2169529,1826
IPB24G-211,10662,422180
IPB24G-211,10699,2142
IPB24G-211,10744,210676
IPB24G-211,10780,1919
IPB24G-211,11118,12440
IPB24G-211,2169529,7255
IPB24G-212,10508,481
IPB24G-212,10662,16548
IPB24G-212,10744,8501
IPB24G-212,11118,2075
IPB24G-212,699189,667
IPB24G-213,10508,142068
IPB24G-213,10662,7321
IPB24G-213,10744,2358
IPB24G-213,11118,1792
IPB24G-213,39724,452
IPB24G-213,699189,938
IPB24G-213,1283210,989
IPB24G-214,10662,20059
IPB24G-214,10744,33556
IPB24G-214,10780,491232
IPB24G-214,10841,2561
IPB24G-214,11118,114176
IPB24G-214,12058,54087
IPB24G-214,699189,3399376
IPB24G-215,10662,3269
IPB24G-215,10744,1361
IPB24G-215,2731643,1800
IPB24G-216,10508,925
IPB24G-216,10662,905
IPB24G-216,699189,226650
IPB24G-216,2169570,1206
IPB24G-216,2731643,1347
IPB24G-217,10662,12717
IPB24G-217,10744,7875
IPB24G-217,10780,822
IPB24G-217,11118,1527
IPB24G-217,12058,710
IPB24G-217,2731643,10699
IPB24G-218,10662,30711
IPB24G-218,10744,14302
IPB24G-218,10780,23561
IPB24G-218,11118,1922
IPB24G-218,12058,525
IPB24G-218,12283,139652
IPB24G-218,39738,510
IPB24G-218,232795,70256
IPB24G-218,699189,36911
IPB24G-218,2169570,2339
IPB24G-218,2731643,600
IPB24G-219,10662,6902
IPB24G-219,10744,1393
IPB24G-219,232795,1951
IPB24G-219,699189,4264284
IPB24G-220,10662,601077
IPB24G-220,10699,2511
IPB24G-220,10744,202388
IPB24G-220,11118,8485
IPB24G-220,2169529,5222
IPB24G-221,10662,705898
IPB24G-221,10699,64916
IPB24G-221,10744,239948
IPB24G-221,11118,11138
IPB24G-221,151340,5891
IPB24G-221,2169529,8118
IPB24G-221,2501952,2577
IPB24G-222,10662,99863
IPB24G-222,10744,29266
IPB24G-222,10780,655
IPB24G-222,11118,4316
IPB24G-222,12283,622
IPB24G-222,232795,94299
IPB24G-222,699189,725
IPB24G-222,1283210,4012
IPB24G-222,2169529,809
IPB24G-223,10662,219722
IPB24G-223,10744,48004
IPB24G-223,11118,13029
IPB24G-223,12058,1322
IPB24G-223,699189,1166
IPB24G-223,2169529,1827
IPB24G-224,11006,2975
IPB24G-224,11012,103490
IPB24G-224,12058,2152
IPB24G-224,12283,3660
IPB24G-224,39738,224491
IPB24G-224,232795,38530
IPB24G-224,699189,1280952
IPB24G-224,1283210,3113
IPB24G-224,1910928,9176
IPB24G-224,2022639,1946
IPB24G-224,2169577,2782
IPB24G-224,2501952,8072
IPB24G-225,10662,31802
IPB24G-225,10744,7794
IPB24G-225,10780,1191
IPB24G-225,11118,1137
IPB24G-225,11158,637
IPB24G-225,12283,501
IPB24G-225,699189,342
IPB24G-226,10662,173667
IPB24G-226,10699,182207
IPB24G-226,10744,148062
IPB24G-226,10780,1884
IPB24G-226,10841,2715
IPB24G-226,11118,10882
IPB24G-226,39738,61744
IPB24G-226,151340,2452
IPB24G-226,699189,23235
IPB24G-226,2169529,4175
IPB24G-226,2169577,2032
IPB24G-227,10508,3605
IPB24G-227,10662,199158
IPB24G-227,10744,58539
IPB24G-227,10780,1420
IPB24G-227,10841,20622
IPB24G-227,11118,31534
IPB24G-227,39724,1747
IPB24G-227,39733,153148
IPB24G-227,699189,3471
IPB24G-227,1283210,819
IPB24G-227,2169529,1463
IPB24G-228,10508,1730
IPB24G-228,10662,654632
IPB24G-228,10744,217280
IPB24G-228,11118,48156
IPB24G-228,12058,3581
IPB24G-228,699189,2373
IPB24G-228,2169529,6536
IPB24G-229,10508,1831
IPB24G-229,10662,268469
IPB24G-229,10744,87664
IPB24G-229,10780,21514
IPB24G-229,11118,4841
IPB24G-229,12058,2197
IPB24G-229,12283,5572
IPB24G-229,39724,1549
IPB24G-229,232795,7907
IPB24G-229,699189,44370
IPB24G-229,1283210,3417
IPB24G-229,2169529,2243
IPB24G-229,2169570,63151
IPB24G-230,10662,139197
IPB24G-230,10744,92251
IPB24G-230,10841,113007
IPB24G-230,11118,8623
IPB24G-230,2731643,3758
IPB24G-231,10662,29209
IPB24G-231,10744,11373
IPB24G-231,10841,128024
IPB24G-231,11006,3989
IPB24G-231,11118,4352
IPB24G-231,39738,16369
IPB24G-231,232795,42848
IPB24G-231,699189,719631
IPB24G-231,2169570,45091
IPB24G-232,10662,3259
IPB24G-232,10699,21408
IPB24G-232,10744,2284
IPB24G-232,10780,2680
IPB24G-232,11006,2719
IPB24G-232,11012,11417
IPB24G-232,12058,3489
IPB24G-232,12283,25071
IPB24G-232,39738,4000
IPB24G-232,232795,5215
IPB24G-232,291484,26359
IPB24G-232,699189,67001
IPB24G-232,1283210,261434
IPB24G-232,2169570,370182
IPB24G-232,2169577,9735
IPB24G-232,2731643,170608
IPB24G-233,10699,4993
IPB24G-233,10744,2910
IPB24G-233,11006,13063
IPB24G-233,11012,31732
IPB24G-233,12058,7879
IPB24G-233,12283,11313
IPB24G-233,39738,8580
IPB24G-233,232795,50796
IPB24G-233,699189,253946
IPB24G-233,1283210,748115
IPB24G-233,1980417,4566
IPB24G-233,2169570,466512
IPB24G-233,2169577,2825
IPB24G-233,2731643,79984
IPB24G-233,2731691,14473
IPB24G-234,10662,245424
IPB24G-234,10744,74278
IPB24G-234,10780,12368
IPB24G-234,10841,8187
IPB24G-234,11118,10173
IPB24G-234,11974,864
IPB24G-234,12283,53742
IPB24G-234,39733,6205
IPB24G-234,39738,1548
IPB24G-234,232795,879
IPB24G-234,699189,15786
IPB24G-234,1283210,22217
IPB24G-234,2169529,2351
IPB24G-234,2169570,918
IPB24G-234,2731643,82342
IPB24G-235,10662,74586
IPB24G-235,10744,37195
IPB24G-235,10780,19775
IPB24G-235,10841,62860
IPB24G-235,11006,4312
IPB24G-235,11118,46891
IPB24G-235,12058,11857
IPB24G-235,186766,14252
IPB24G-235,249184,1141
IPB24G-235,585893,4037
IPB24G-235,699189,8806
IPB24G-235,1283210,15894
IPB24G-235,2169529,1330
IPB24G-235,2169570,3509
IPB24G-235,2169577,2093
IPB24G-235,2560063,1787
IPB24G-235,2731643,154821
IPB24G-235,2842329,2106
IPB24G-236,10662,21268
IPB24G-236,10744,6026
IPB24G-236,10841,3491
IPB24G-236,11012,3806
IPB24G-236,11118,23229
IPB24G-236,12058,5442
IPB24G-236,12283,3270
IPB24G-236,186766,36074
IPB24G-236,699189,47248
IPB24G-236,1283210,66300
IPB24G-236,2169577,14686
IPB24G-236,2560063,5139
IPB24G-236,2731643,171877
IPB24G-237,10662,57045
IPB24G-237,10744,18492
IPB24G-237,10780,1390
IPB24G-237,10841,70837
IPB24G-237,11012,10124
IPB24G-237,12058,7544
IPB24G-237,119163,1561
IPB24G-237,186766,33991
IPB24G-237,699189,169027
IPB24G-237,1283210,61642
IPB24G-237,2169570,14357
IPB24G-237,2169577,9620
IPB24G-237,2560063,4401
IPB24G-237,2731643,6262
IPB24G-238,10662,263940
IPB24G-238,10744,110952
IPB24G-238,10780,13124
IPB24G-238,10841,30881
IPB24G-238,11118,1465
IPB24G-238,12058,11304
IPB24G-238,151340,2394
IPB24G-238,699189,19198
IPB24G-238,2169529,3109
IPB24G-238,2731643,23229
IPB24G-239,10662,10969
IPB24G-239,10744,4420
IPB24G-239,10780,12696
IPB24G-239,10841,48667
IPB24G-239,11118,3849970
IPB24G-239,11974,1721
IPB24G-239,12058,12219
IPB24G-239,12283,13597
IPB24G-239,39733,1617
IPB24G-239,232795,1604
IPB24G-239,699189,667352
IPB24G-239,1283210,8153
IPB24G-239,2731643,9590
IPB24G-240,10508,391
IPB24G-240,10662,9364
IPB24G-240,10744,2246
IPB24G-240,11012,269
IPB24G-240,11118,2913
IPB24G-240,151340,287
IPB24G-240,699189,1211
IPB24G-240,1283210,687
IPB24G-241,10662,189776
IPB24G-241,10744,100925
IPB24G-241,10780,12339
IPB24G-241,11118,19054
IPB24G-241,151340,1445
IPB24G-241,2169529,2885
