Sample group,Shannon index,Season,Year,latitude,longitude,SampleSize (log10),Terrain,Host genus,Bio2,Bio4,Bio5,Bio8,Bio17,Bio18,HFT,GMR,CHEQ,NDVI,FVC,PSD,GR,GLH,landuseName Forest land closed canopy,landuseName High coverage grassland,landuseName Low coverage grassland,landuseName Medium coverage grassland,landuseName Other construction land,landuseName Other forest land,landuseName Paddy field,landuseName Reservoirs and ponds,landuseName Rivers and canals,landuseName Rural residential area,landuseName Shrubland,landuseName Sparse woodland,landuseName Urban built up area
IPB24C-106,6.460688108,Summer,2023,31.35,118.43,1.447158031,Plain,Myotis,-0.163780386,1.319540081556268,0.7393711659591578,0.262791539536982,0.5552998532433608,-0.863474312,1.3304592440470615,-0.561312507,-0.97959123,-0.372412523,1.8088092876740167,0.0743775994340747,-0.732837459,-0.83013438,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-107,6.227831381,Summer,2023,31.35,118.43,1.447158031,Plain,Myotis,-0.163780386,1.319540081556268,0.7393711659591578,0.262791539536982,0.5552998532433608,-0.863474312,1.3304592440470615,-0.561312507,-0.97959123,-0.372412523,1.8088092876740167,0.0743775994340747,-0.732837459,-0.83013438,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-108,6.41197818,Summer,2023,31.35,118.43,1.447158031,Plain,Myotis,-0.163780386,1.319540081556268,0.7393711659591578,0.262791539536982,0.5552998532433608,-0.863474312,1.3304592440470615,-0.561312507,-0.97959123,-0.372412523,1.8088092876740167,0.0743775994340747,-0.732837459,-0.83013438,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-109,6.888252502,Summer,2023,31.35,118.43,1.447158031,Plain,Myotis,-0.163780386,1.319540081556268,0.7393711659591578,0.262791539536982,0.5552998532433608,-0.863474312,1.3304592440470615,-0.561312507,-0.97959123,-0.372412523,1.8088092876740167,0.0743775994340747,-0.732837459,-0.83013438,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-110,6.549452668,Summer,2023,31.35,118.43,1.447158031,Plain,Myotis,-0.163780386,1.319540081556268,0.7393711659591578,0.262791539536982,0.5552998532433608,-0.863474312,1.3304592440470615,-0.561312507,-0.97959123,-0.372412523,1.8088092876740167,0.0743775994340747,-0.732837459,-0.83013438,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-111,6.526717226,Summer,2023,31.35,118.43,1.477121255,Plain,Myotis,-0.163780386,1.319540081556268,0.7393711659591578,0.262791539536982,0.5552998532433608,-0.863474312,1.3304592440470615,-0.561312507,-0.97959123,-0.372412523,1.8088092876740167,0.0743775994340747,-0.732837459,-0.83013438,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-112,6.429991864,Summer,2023,31.35,118.45,1.414973348,Plain,Nyctalus,-0.134996353,1.3166926512769053,0.7055474606198578,0.2374012806573504,0.530416863722976,-0.874925349,1.3304592440470615,-0.561312507,-0.715850857,-1.213267,-1.042802888,0.0069600585105781,-0.71091269,-0.799178161,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-114,6.81198037,Spring,2023,31.35,118.45,1.414973348,Plain,Nyctalus,-0.134996353,1.3166926512769053,0.7055474606198578,0.2374012806573504,0.530416863722976,-0.874925349,1.3304592440470615,-0.561312507,-0.715850857,-1.213267,-1.042802888,0.0069600585105781,-0.71091269,-0.799178161,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-115,6.447882543,Spring,2023,31.35,118.45,1.414973348,Plain,Nyctalus,-0.134996353,1.3166926512769053,0.7055474606198578,0.2374012806573504,0.530416863722976,-0.874925349,1.3304592440470615,-0.561312507,-0.715850857,-1.213267,-1.042802888,0.0069600585105781,-0.71091269,-0.799178161,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-119,6.142664356,Summer,2023,30.88,119.9,1.278753601,Plain,Eptesicus,-0.509181877,1.1537098347450467,0.5702526392626607,0.9864219156179932,0.5055338742025912,-0.737512911,-0.002458634,-0.488870546,-0.411738515,0.550586904426815,-1.042802888,-0.095370138,-0.674403765,0.0816978556728395,0,0,0,0,0,0,0,0,1,0,0,0,0
IPB24C-120,6.455582945,Summer,2023,30.96,119.89,1.204119983,Plain,Eptesicus,-0.355669681,1.1989716713934828,0.6379000499412593,1.0372024333772552,0.406001916121052,-0.743238429,0.5333466414661072,-0.561312507,-0.508876005,-0.603960803,-1.042802888,-0.137506101,-0.761548911,0.263959778689219,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24C-122,5.247927513,Summer,2023,30.92,119.69,1.255272505,Mesa,Pipistrellus,-0.317291776,1.1792860647314336,0.5702526392626607,0.9610308950229788,0.4806508846822064,-0.811944648,0.2723633086114799,-0.416428586,-0.430824492,-0.05367822,-1.042802888,-0.145331351,-0.78897779,0.4658897219465558,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24C-123,3.807354922,Summer,2023,30.9,119.94,0.77815125,Plain,Myotis,-0.557153826,1.1597159766665837,0.5702526392626607,1.0181595487886856,0.4557678951618216,-0.743238429,0.0641722291782657,-0.488870546,-0.400093008,0.829687128456246,0.0978419822088243,-0.147137178,-0.752861452,0.0794762512716119,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24C-124,3.121928095,Summer,2023,30.94,119.78,0.602059991,Mesa,Nyctalus,-0.370061065,1.1707378948218798,0.5702526392626607,0.973726024462794,0.4806508846822064,-0.731787393,0.4212303110439893,-0.452649566,-0.968423309,1.1292263596092131,0.0978419822088243,-0.120049773,-0.763660593,0.3710525694544747,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-125,6.558967328,Summer,2023,31.35,118.45,1.414973348,Plain,Pipistrellus,-0.134996353,1.3166926512769053,0.7055474606198578,0.2374012806573504,0.530416863722976,-0.874925349,1.3304592440470615,-0.561312507,-0.715850857,-1.213267,-1.042802888,0.0069600585105781,-0.71091269,-0.799178161,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-126,6.209533099,Summer,2023,31.35,118.45,1.414973348,Plain,Pipistrellus,-0.134996353,1.3166926512769053,0.7055474606198578,0.2374012806573504,0.530416863722976,-0.874925349,1.3304592440470615,-0.561312507,-0.715850857,-1.213267,-1.042802888,0.0069600585105781,-0.71091269,-0.799178161,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-127,6.019325124,Summer,2023,31.35,118.45,1.414973348,Plain,Pipistrellus,-0.134996353,1.3166926512769053,0.7055474606198578,0.2374012806573504,0.530416863722976,-0.874925349,1.3304592440470615,-0.561312507,-0.715850857,-1.213267,-1.042802888,0.0069600585105781,-0.71091269,-0.799178161,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-128,4.627986807,Summer,2023,31.35,118.45,1.414973348,Plain,Pipistrellus,-0.134996353,1.3166926512769053,0.7055474606198578,0.2374012806573504,0.530416863722976,-0.874925349,1.3304592440470615,-0.561312507,-0.715850857,-1.213267,-1.042802888,0.0069600585105781,-0.71091269,-0.799178161,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-21,3.321928095,Spring,2023,24.92,110.31,0.301029996,Mountain,Myotis,-0.653098589,0.3151275386436482,0.6717237552805579,-0.460837694,1.575502423579138,0.3732376277943065,-0.725712537,0.6339798424941201,0.3234438829673332,0.3398001904888605,-0.472480453,-0.295816933,-0.302083938,0.0699524322228906,0,0,0,0,0,0,0,0,0,0,0,1,0
IPB24C-22,3.418295834,Autumn,2023,23.07,111.02,0.698970004,Hill,Pipistrellus,-0.264521912,-0.41153343,0.9423133979949548,1.3355412125032995,0.2815869685191279,0.4018652190012413,-0.838366661,-0.126660744,0.3991483720838053,1.1292263596092131,0.0978419822088243,-0.287389741,0.8135735840754015,-0.25095663,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24C-23,3.906890596,Autumn,2023,23.07,111.02,0.477121255,Hill,Myotis,-0.264521912,-0.41153343,0.9423133979949548,1.3355412125032995,0.2815869685191279,0.4018652190012413,-0.838366661,-0.126660744,0.3991483720838053,1.1292263596092131,0.0978419822088243,-0.287389741,0.8135735840754015,-0.25095663,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24C-24,2,Summer,2023,22.17,112.11,0.301029996,Mountain,Nyctalus,-1.036878214,-0.746246142,0.3673104072268637,1.0372024333772552,0.3064699580395127,1.936304107692946,-0.745003927,-0.343986625,0.5524280142313047,0.3712051647869562,0.0978419822088243,-0.221176084,-0.319239248,1.0739118914778103,0,0,0,0,0,0,0,0,0,0,0,0,0
IPB24C-25,3.700439718,Summer,2023,22.83,112.8,0.954242509,Mountain,Pipistrellus,-0.926541666,-0.477017003,0.8070185766377551,1.2784125587375912,0.4806508846822064,1.0717508532435154,0.5407758536354896,-0.199102704,-0.939183708,-0.421819772,0.0978419822088243,-0.177234294,-0.286848288,-0.753743528,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24C-26,4.247927513,Summer,2023,22.87,112.8,0.954242509,Plain,Pipistrellus,-0.950527842,-0.46660228,0.840842281977055,1.3291930764968545,0.5055338742025912,0.9629660066571633,1.0287191658934922,-0.199102704,-1.197554839,-2.258736568,1.8088092876740167,-0.101389561,-0.339696163,-0.810534263,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-27,1.584962501,Summer,2023,22.87,112.8,0.602059991,Plain,Hypsugo,-0.950527842,-0.46660228,0.840842281977055,1.3291930764968545,0.5055338742025912,0.9629660066571633,1.0287191658934922,-0.199102704,-1.197554839,-2.258736568,1.8088092876740167,-0.101389561,-0.339696163,-0.810534263,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-28,5.376629167,Summer,2023,23.12,115.21,0.602059991,Mountain,Hipposideros,-0.955324893,-0.620099163,0.2996629965482651,1.202241020383315,0.0825230523560495,0.7740239046913936,-0.607862012,-0.271544665,-0.004192581,1.1292263596092131,0.0978419822088243,-0.262108163,0.3872524127010757,0.3751331838850514,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24C-29,2.807354922,Summer,2023,23.34,114.46,0.602059991,Mountain,Pipistrellus,-0.581139945,-0.458739589,0.7731948712984577,1.1768499997883004,0.3562359370802824,0.991593597864098,0.275074555494835,-0.235323684,-0.013253108,1.1292263596092131,-1.042802888,-0.224185796,-0.802749658,-0.930395108,0,0,0,1,0,0,0,0,0,0,0,0,0
IPB24C-30,5.07214016,Spring,2023,23.31,114.4,1.255272505,Mountain,Rhinolophus,-0.811407951,-0.538120153,0.0967207645124681,0.4849587803087501,0.3811189266006672,1.2778695099334458,-1.193539362,-0.162881724,2.303005648513916,0.6315702324754636,-0.472480453,-0.234418816,-0.73478814,-0.787158327,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24C-32,6.436704346,Spring,2023,24.88,115.94,0.301029996,Mountain,Pipistrellus,0.2343915437026646,-0.063852157,0.8746659873163549,-0.251366344,0.7792467589268242,-0.474139072,-0.260862558,0.0906651382084933,-0.715835253,-0.376370684,0.0978419822088243,-0.343370377,0.2741813593056152,-0.548139385,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24C-58,0.918295834,Summer,2023,31.36,118.45,1.505149978,Plain,Pipistrellus,-0.1206052,1.3208585406884124,0.7055474606198578,0.2374012806573504,0.5055338742025912,-0.880650867,1.3304592440470615,-0.597533487,-0.863743925,-1.384393912,1.8088092876740167,0.0069600585105781,-0.698628055,-0.783788206,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-59,1,Summer,2023,31.36,118.45,1.505149978,Plain,Pipistrellus,-0.1206052,1.3208585406884124,0.7055474606198578,0.2374012806573504,0.5055338742025912,-0.880650867,1.3304592440470615,-0.597533487,-0.863743925,-1.384393912,1.8088092876740167,0.0069600585105781,-0.698628055,-0.783788206,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-60,2.584962501,Summer,2023,31.36,118.45,1.505149978,Plain,Pipistrellus,-0.1206052,1.3208585406884124,0.7055474606198578,0.2374012806573504,0.5055338742025912,-0.880650867,1.3304592440470615,-0.597533487,-0.863743925,-1.384393912,1.8088092876740167,0.0069600585105781,-0.698628055,-0.783788206,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-61,0.970950594,Summer,2023,31.36,118.45,1.505149978,Plain,Pipistrellus,-0.1206052,1.3208585406884124,0.7055474606198578,0.2374012806573504,0.5055338742025912,-0.880650867,1.3304592440470615,-0.597533487,-0.863743925,-1.384393912,1.8088092876740167,0.0069600585105781,-0.698628055,-0.783788206,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-62,7.093106221,Summer,2023,31.36,118.45,1.505149978,Plain,Pipistrellus,-0.1206052,1.3208585406884124,0.7055474606198578,0.2374012806573504,0.5055338742025912,-0.880650867,1.3304592440470615,-0.597533487,-0.863743925,-1.384393912,1.8088092876740167,0.0069600585105781,-0.698628055,-0.783788206,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-63,6.658752281,Summer,2023,31.36,118.45,1.505149978,Plain,Pipistrellus,-0.1206052,1.3208585406884124,0.7055474606198578,0.2374012806573504,0.5055338742025912,-0.880650867,1.3304592440470615,-0.597533487,-0.863743925,-1.384393912,1.8088092876740167,0.0069600585105781,-0.698628055,-0.783788206,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-65,1.5,Summer,2023,31.36,118.45,1.505149978,Plain,Pipistrellus,-0.1206052,1.3208585406884124,0.7055474606198578,0.2374012806573504,0.5055338742025912,-0.880650867,1.3304592440470615,-0.597533487,-0.863743925,-1.384393912,1.8088092876740167,0.0069600585105781,-0.698628055,-0.783788206,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-66,6.715569828,Summer,2023,31.36,118.45,1.491361694,Plain,Pipistrellus,-0.1206052,1.3208585406884124,0.7055474606198578,0.2374012806573504,0.5055338742025912,-0.880650867,1.3304592440470615,-0.597533487,-0.863743925,-1.384393912,1.8088092876740167,0.0069600585105781,-0.698628055,-0.783788206,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-68,7.480928794,Summer,2023,31.35,118.45,1.491361694,Plain,Pipistrellus,-0.134996353,1.3166926512769053,0.7055474606198578,0.2374012806573504,0.530416863722976,-0.874925349,1.3304592440470615,-0.561312507,-0.715850857,-1.213267,-1.042802888,0.0069600585105781,-0.71091269,-0.799178161,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-69,5.603586383,Spring,2023,31.35,118.45,1.431363764,Plain,Pipistrellus,-0.134996353,1.3166926512769053,0.7055474606198578,0.2374012806573504,0.530416863722976,-0.874925349,1.3304592440470615,-0.561312507,-0.715850857,-1.213267,-1.042802888,0.0069600585105781,-0.71091269,-0.799178161,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-70,6.804214899,Spring,2023,31.35,118.45,1.431363764,Plain,Pipistrellus,-0.134996353,1.3166926512769053,0.7055474606198578,0.2374012806573504,0.530416863722976,-0.874925349,1.3304592440470615,-0.561312507,-0.715850857,-1.213267,-1.042802888,0.0069600585105781,-0.71091269,-0.799178161,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-71,3.664497779,Spring,2023,31.35,118.45,1.414973348,Plain,Pipistrellus,-0.134996353,1.3166926512769053,0.7055474606198578,0.2374012806573504,0.530416863722976,-0.874925349,1.3304592440470615,-0.561312507,-0.715850857,-1.213267,-1.042802888,0.0069600585105781,-0.71091269,-0.799178161,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-72,0,Spring,2023,31.35,118.45,1.414973348,Plain,Pipistrellus,-0.134996353,1.3166926512769053,0.7055474606198578,0.2374012806573504,0.530416863722976,-0.874925349,1.3304592440470615,-0.561312507,-0.715850857,-1.213267,-1.042802888,0.0069600585105781,-0.71091269,-0.799178161,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-73,7.091241342,Spring,2023,31.35,118.45,1.414973348,Plain,Pipistrellus,-0.134996353,1.3166926512769053,0.7055474606198578,0.2374012806573504,0.530416863722976,-0.874925349,1.3304592440470615,-0.561312507,-0.715850857,-1.213267,-1.042802888,0.0069600585105781,-0.71091269,-0.799178161,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-74,5.996696162,Spring,2023,31.36,118.46,1.447158031,Plain,Pipistrellus,-0.125402251,1.3186079908751147,0.7055474606198578,0.2310539063662883,0.5055338742025912,-0.892101904,1.3304592440470615,-0.597533487,-1.0062006,-1.883941149,1.8088092876740167,0.0135814241369929,-0.688113343,-0.767917854,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24C-76,6.549866659,Spring,2023,31.35,118.45,1.447158031,Plain,Pipistrellus,-0.134996353,1.3166926512769053,0.7055474606198578,0.2374012806573504,0.530416863722976,-0.874925349,0.748100471249145,-0.561312507,-0.419475512,-1.213267,-1.042802888,0.0069600585105781,-0.708569396,-0.7955708,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-77,6.952046682,Spring,2023,31.35,118.45,1.431363764,Plain,Pipistrellus,-0.134996353,1.3166926512769053,0.7055474606198578,0.2374012806573504,0.530416863722976,-0.874925349,0.748100471249145,-0.561312507,-0.419475512,-1.213267,-1.042802888,0.0069600585105781,-0.708569396,-0.7955708,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-78,6.616500319,Spring,2023,31.35,118.45,1.431363764,Plain,Pipistrellus,-0.134996353,1.3166926512769053,0.7055474606198578,0.2374012806573504,0.530416863722976,-0.874925349,0.748100471249145,-0.561312507,-0.419475512,-1.213267,-1.042802888,0.0069600585105781,-0.708569396,-0.7955708,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-79,1,Spring,2023,31.35,118.45,1.431363764,Plain,Pipistrellus,-0.134996353,1.3166926512769053,0.7055474606198578,0.2374012806573504,0.530416863722976,-0.874925349,0.748100471249145,-0.561312507,-0.419475512,-1.213267,-1.042802888,0.0069600585105781,-0.708569396,-0.7955708,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-82,5.402569011,Summer,2023,31.35,118.45,1.431363764,Plain,Pipistrellus,-0.134996353,1.3166926512769053,0.7055474606198578,0.2374012806573504,0.530416863722976,-0.874925349,0.748100471249145,-0.561312507,-0.419475512,-1.213267,-1.042802888,0.0069600585105781,-0.708569396,-0.7955708,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-83,5.222274414,Summer,2023,31.35,118.45,1.431363764,Plain,Pipistrellus,-0.134996353,1.3166926512769053,0.7055474606198578,0.2374012806573504,0.530416863722976,-0.874925349,0.748100471249145,-0.561312507,-0.419475512,-1.213267,-1.042802888,0.0069600585105781,-0.708569396,-0.7955708,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-84,6.138875234,Summer,2023,31.36,118.4,1.431363764,Mesa,Pipistrellus,-0.144591031,1.3350647496038337,0.840842281977055,0.3326157036001962,0.5801828427637457,-0.800493612,1.2590493949179475,-0.597533487,-0.598565278,-3.070173176,1.8088092876740167,0.155037871610401,-0.784800767,-0.909208605,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24C-86,4.512647281,Summer,2023,31.35,118.43,1.447158031,Plain,Pipistrellus,-0.163780386,1.319540081556268,0.7393711659591578,0.262791539536982,0.5552998532433608,-0.863474312,1.3304592440470615,-0.561312507,-0.97959123,-0.372412523,1.8088092876740167,0.0743775994340747,-0.732837459,-0.83013438,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-88,1.584962501,Summer,2023,31.35,118.43,1.447158031,Plain,Pipistrellus,-0.163780386,1.319540081556268,0.7393711659591578,0.262791539536982,0.5552998532433608,-0.863474312,1.3304592440470615,-0.561312507,-0.97959123,-0.372412523,1.8088092876740167,0.0743775994340747,-0.732837459,-0.83013438,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-89,5.14408266,Summer,2023,31.35,118.43,1.447158031,Plain,Pipistrellus,-0.163780386,1.319540081556268,0.7393711659591578,0.262791539536982,0.5552998532433608,-0.863474312,1.3304592440470615,-0.561312507,-0.97959123,-0.372412523,1.8088092876740167,0.0743775994340747,-0.732837459,-0.83013438,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-90,6.442768638,Summer,2023,31.35,118.43,1.431363764,Plain,Pipistrellus,-0.163780386,1.319540081556268,0.7393711659591578,0.262791539536982,0.5552998532433608,-0.863474312,1.3304592440470615,-0.561312507,-0.97959123,-0.372412523,1.8088092876740167,0.0743775994340747,-0.732837459,-0.83013438,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-91,5.309101316,Summer,2023,31.35,118.43,1.431363764,Plain,Pipistrellus,-0.163780386,1.319540081556268,0.7393711659591578,0.262791539536982,0.5552998532433608,-0.863474312,1.3304592440470615,-0.561312507,-0.97959123,-0.372412523,1.8088092876740167,0.0743775994340747,-0.732837459,-0.83013438,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-92,5.884513436,Summer,2023,31.35,118.43,1.431363764,Plain,Pipistrellus,-0.163780386,1.319540081556268,0.7393711659591578,0.262791539536982,0.5552998532433608,-0.863474312,1.3304592440470615,-0.561312507,-0.97959123,-0.372412523,1.8088092876740167,0.0743775994340747,-0.732837459,-0.83013438,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-95,6.309158682,Summer,2023,31.35,118.43,1.51851394,Plain,Pipistrellus,-0.163780386,1.319540081556268,0.7393711659591578,0.262791539536982,0.5552998532433608,-0.863474312,1.3304592440470615,-0.561312507,-0.97959123,-0.372412523,1.8088092876740167,0.0743775994340747,-0.732837459,-0.83013438,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-96,5.383304181,Summer,2023,31.35,118.43,1.505149978,Plain,Pipistrellus,-0.163780386,1.319540081556268,0.7393711659591578,0.262791539536982,0.5552998532433608,-0.863474312,1.3304592440470615,-0.561312507,-0.97959123,-0.372412523,1.8088092876740167,0.0743775994340747,-0.732837459,-0.83013438,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-97,7.075237968,Summer,2023,31.35,118.43,1.505149978,Plain,Pipistrellus,-0.163780386,1.319540081556268,0.7393711659591578,0.262791539536982,0.5552998532433608,-0.863474312,1.3304592440470615,-0.561312507,-0.97959123,-0.372412523,1.8088092876740167,0.0743775994340747,-0.732837459,-0.83013438,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24C-99,6.346138777,Summer,2023,31.32,118.5,1.342422681,Plain,Pipistrellus,-0.226144353,1.2818555944636891,0.6379000499412593,0.199315511480213,0.5055338742025912,-0.880650867,0.3866813305548452,-0.597533487,0.2994751099205689,0.5931471626530957,-1.042802888,0.0033484045325336,-0.623173635,-0.687613903,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24D-33,1.584962501,Spring,2023,24.57,115.89,0.301029996,Hill,Pipistrellus,0.1432435443998726,-0.192597531,0.9761371033342522,-0.022851729,0.6548318113249001,-0.365354225,0.5683872487547321,-0.090439763,-1.195732157,-1.417245513,1.8088092876740167,-0.239234354,-0.158435134,-0.33214391,0,0,0,0,0,0,0,0,0,0,0,1,0
IPB24D-34,7.244966902,Spring,2023,24.89,115.96,0.477121255,Mountain,Myotis,0.2247968659683837,-0.067857868,0.8746659873163549,-0.251366344,0.7792467589268242,-0.508492181,-0.610924723,0.0906651382084933,-0.267539462,0.4237138126370725,0.0978419822088243,-0.357215051,0.2773085627050581,-0.509516552,0,0,0,0,0,0,0,0,0,0,0,1,0
IPB24D-35,2.128085279,Spring,2023,24.43,112.18,0.301029996,Mountain,Myotis,-0.657896043,-0.035734673,-0.681224458,-1.603410769,0.9036617065287482,0.0010789421041542,-1.674086022,0.1268861184942017,1.984039451068981,0.5442145436556646,-0.472480453,-0.380690802,0.8033792209302779,1.5094939583321838,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24D-36,3.807354922,Spring,2023,24.43,112.18,0.477121255,Mountain,Myotis,-0.657896043,-0.035734673,-0.681224458,-1.603410769,0.9036617065287482,0.0010789421041542,-1.674086022,0.1268861184942017,1.984039451068981,0.5442145436556646,-0.472480453,-0.380690802,0.8033792209302779,1.5094939583321838,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24D-38,5.277613437,Spring,2023,25.05,113.77,0.77815125,Mesa,Pipistrellus,-0.25492781,0.2561855152634669,1.077608219352152,-0.130760901,0.5055338742025912,-0.594374955,0.1989760030551248,0.0906651382084933,-0.073020062,0.3502599411265576,0.0978419822088243,-0.382496629,-0.360503207,-0.882780636,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24D-39,1.584962501,Spring,2023,25.28,113.06,0.301029996,Mountain,Rhinolophus,-0.259725437,0.4398577125537546,0.9761371033342522,-0.3783184,0.4557678951618216,-0.737512911,1.04460912288915,0.307991019922744,-0.690240126,0.4891128736181475,0.0978419822088243,-0.220574142,-0.80513466,0.6164803207142385,0,0,0,0,0,0,0,0,0,0,0,0,1
IPB24D-41,1.49111485,Spring,2023,25.05,113.77,0.602059991,Mesa,Myotis,-0.25492781,0.2561855152634669,1.077608219352152,-0.130760901,0.5055338742025912,-0.594374955,0.1989760030551248,0.0906651382084933,-0.073020062,0.3502599411265576,0.0978419822088243,-0.382496629,-0.360503207,-0.882780636,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24D-42,4.277613437,Spring,2023,25.01,113.64,0.301029996,Mountain,Rhinolophus,-0.221346726,0.1962552921692069,0.7393711659591578,-0.486228334,0.4557678951618216,-0.531394254,-1.410666165,0.0906651382084933,1.487369042428913,1.1292263596092131,-0.472480453,-0.393331591,-0.556209346,-0.712747817,0,0,0,1,0,0,0,0,0,0,0,0,0
IPB24D-43,4.169925001,Spring,2023,25.05,113.77,0.477121255,Mesa,Megaderma,-0.25492781,0.2561855152634669,1.077608219352152,-0.130760901,0.5055338742025912,-0.594374955,0.1989760030551248,0.0906651382084933,-0.073020062,0.3502599411265576,0.0978419822088243,-0.382496629,-0.360503207,-0.882780636,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24D-46,3.689891669,Summer,2023,22.6,114.18,0.77815125,Mountain,Myotis,-1.271943098,-0.707791187,0.5026052285840609,1.5005790377939765,-0.191189832,2.2512076109692285,0.6264208534297364,-0.235323684,0.0281650899411647,1.1292263596092131,0.0978419822088243,5.656790764831463,-0.702729075,0.0269766460817854,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24D-47,3.459431619,Summer,2023,23.15,112.54,0.698970004,Mountain,Pipistrellus,-0.825799334,-0.421001056,0.8070185766377551,1.2149357689654392,0.5055338742025912,0.6824156128292023,0.7747421872525591,-0.235323684,-0.580574571,0.0481911706323766,0.0978419822088243,-0.230807162,-0.797895103,-0.956449989,0,0,0,0,0,0,0,1,0,0,0,0,0
IPB24D-48,3.584962501,Summer,2023,23.17,112.54,0.602059991,Mountain,Tylonycteris,-0.830596961,-0.443162577,0.5702526392626607,0.9419883912921015,0.4806508846822064,0.7224942405189109,-0.208325339,-0.199102704,1.712089176748706,0.2709704835751391,0.0978419822088243,-0.2356227,-0.807792406,-0.936505264,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24D-50,4.087462841,Summer,2023,23.17,112.54,0.477121255,Mountain,Myotis,-0.830596961,-0.443162577,0.5702526392626607,0.9419883912921015,0.4806508846822064,0.7224942405189109,-0.208325339,-0.199102704,1.712089176748706,0.2709704835751391,0.0978419822088243,-0.2356227,-0.807792406,-0.936505264,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24D-51,5.469670487,Summer,2023,23.17,112.54,0.301029996,Mountain,Hipposideros,-0.830596961,-0.443162577,0.5702526392626607,0.9419883912921015,0.4806508846822064,0.7224942405189109,-0.208325339,-0.199102704,1.712089176748706,0.2709704835751391,0.0978419822088243,-0.2356227,-0.807792406,-0.936505264,1,0,0,0,0,0,0,0,0,0,0,0,0
