SampleGroup1,SampleGroup2,Distance_km
IPB24A-39,IPB24D-50,144.405
IPB24A-39,IPB24D-51,144.405
IPB24A-39,IPB24D-52,265.471
IPB24A-39,IPB24E-170,1332.321
IPB24A-39,IPB24E-171,1394.231
IPB24A-39,IPB24E-172,1394.231
IPB24A-39,IPB24E-174,493.498
IPB24A-39,IPB24E-175,1292.953
IPB24A-39,IPB24E-177,1292.953
IPB24A-39,IPB24E-179,1350.692
IPB24A-39,IPB24E-180,1261.533
IPB24A-39,IPB24E-181,1395.074
IPB24A-39,IPB24E-182,1053.011
IPB24A-39,IPB24E-183,1313.952
IPB24A-39,IPB24E-188,1483.691
IPB24A-39,IPB24E-189,1287.008
IPB24A-39,IPB24E-191,788.378
IPB24A-39,IPB24E-192,1286.213
IPB24A-39,IPB24E-193,1332.321
IPB24A-39,IPB24E-194,1395.074
IPB24A-39,IPB24E-195,1053.011
IPB24A-39,IPB24E-196,1286.213
IPB24A-39,IPB24E-197,1286.213
IPB24A-39,IPB24E-198,1274.477
IPB24A-39,IPB24E-199,1292.953
IPB24A-39,IPB24E-200,1294.279
IPB24A-39,IPB24G-202,1394.231
IPB24A-39,IPB24G-203,1394.231
IPB24A-39,IPB24G-204,1394.231
IPB24A-39,IPB24G-206,1261.533
IPB24A-39,IPB24G-207,731.402
IPB24A-39,IPB24G-209,714.436
IPB24A-39,IPB24G-210,724.660
IPB24A-39,IPB24G-211,742.817
IPB24A-39,IPB24G-212,999.448
IPB24A-39,IPB24G-213,999.220
IPB24A-39,IPB24G-214,1034.141
IPB24A-39,IPB24G-215,788.163
IPB24A-39,IPB24G-216,998.895
IPB24A-39,IPB24G-217,990.647
IPB24A-39,IPB24G-218,662.060
IPB24A-39,IPB24G-219,788.163
IPB24A-39,IPB24G-221,788.163
IPB24A-39,IPB24G-222,714.436
IPB24A-39,IPB24G-223,731.402
IPB24A-39,IPB24G-224,788.163
IPB24A-39,IPB24G-225,999.448
IPB24A-39,IPB24G-227,742.817
IPB24A-39,IPB24G-228,1034.141
IPB24A-39,IPB24G-229,646.532
IPB24A-39,IPB24G-230,742.817
IPB24A-39,IPB24G-231,731.402
IPB24A-39,IPB24G-232,788.163
IPB24A-39,IPB24G-233,788.163
IPB24A-39,IPB24G-234,788.163
IPB24A-39,IPB24G-235,999.448
IPB24A-39,IPB24G-236,999.448
IPB24A-39,IPB24G-237,999.448
IPB24A-39,IPB24G-238,991.429
IPB24A-39,IPB24G-239,1034.141
IPB24A-39,IPB24G-240,1051.917
IPB24A-39,IPB24G-241,988.446
IPB24A-39,IPB4B-13,206.281
IPB24A-39,IPB4B-67,1393.854
IPB24A-39,IPB4B-78,1294.279
IPB24A-39,IPB4B-79,1294.279
IPB24A-39,IPB4B-80,1294.279
IPB24A-39,IPB4B-83,1393.854
IPB24A-39,IPB6D-12,628.403
IPB24A-39,IPB6D-3,559.286
IPB24A-39,IPB6D-5,532.419
IPB24A-39,IPB6D-6,559.286
IPB24A-39,IPB6D-7,559.286
IPB24A-4,IPB24A-40,1041.826
IPB24A-4,IPB24A-41,995.813
IPB24A-4,IPB24A-42,1151.958
IPB24A-4,IPB24A-43,1145.349
IPB24A-4,IPB24A-5,6.267
IPB24A-4,IPB24A-6,6.267
IPB24A-4,IPB24A-7,5.937
IPB24A-4,IPB24A-8,5.937
IPB24A-4,IPB24A-9,33.437
IPB24A-4,IPB24B-13,0.000
IPB24A-4,IPB24B-5,381.076
IPB24A-4,IPB24B-8,382.248
IPB24A-4,IPB24C-100,382.248
IPB24A-4,IPB24C-110,382.248
IPB24A-4,IPB24C-112,381.076
IPB24A-4,IPB24C-114,381.076
IPB24A-4,IPB24C-117,380.890
IPB24A-4,IPB24C-120,237.273
IPB24A-4,IPB24C-125,381.076
IPB24A-4,IPB24C-68,381.076
IPB24A-4,IPB24C-69,381.076
IPB24A-4,IPB24C-70,381.076
IPB24A-4,IPB24C-77,380.890
IPB24A-4,IPB24C-78,380.890
IPB24A-4,IPB24C-84,385.499
IPB24A-4,IPB24C-92,382.248
IPB24A-4,IPB24D-50,1222.771
IPB24A-4,IPB24E-170,2369.228
IPB24A-4,IPB24E-171,2401.361
IPB24A-4,IPB24E-172,2401.361
IPB24A-4,IPB24E-174,1642.581
IPB24A-4,IPB24E-175,2388.258
IPB24A-4,IPB24E-177,2388.258
IPB24A-4,IPB24E-179,2354.810
IPB24A-4,IPB24E-180,2380.014
IPB24A-4,IPB24E-181,2432.228
IPB24A-4,IPB24E-182,2153.215
IPB24A-4,IPB24E-183,2385.016
IPB24A-4,IPB24E-188,2508.813
IPB24A-4,IPB24E-189,2350.003
IPB24A-4,IPB24E-191,1901.312
IPB24A-4,IPB24E-192,2385.310
IPB24A-4,IPB24E-193,2369.228
IPB24A-4,IPB24E-194,2432.228
IPB24A-4,IPB24E-195,2153.215
IPB24A-4,IPB24E-196,2385.310
IPB24A-4,IPB24E-197,2385.310
IPB24A-4,IPB24E-198,2364.710
IPB24A-4,IPB24E-199,2388.258
IPB24A-4,IPB24E-200,2390.481
IPB24A-4,IPB24G-202,2401.361
IPB24A-4,IPB24G-203,2401.361
IPB24A-4,IPB24G-204,2401.361
IPB24A-4,IPB24G-206,2380.014
IPB24A-4,IPB24G-207,1759.641
IPB24A-4,IPB24G-209,1723.148
IPB24A-4,IPB24G-210,1728.954
IPB24A-4,IPB24G-211,1753.395
IPB24A-4,IPB24G-212,2003.273
IPB24A-4,IPB24G-213,1966.368
IPB24A-4,IPB24G-214,1988.841
IPB24A-4,IPB24G-215,1841.205
IPB24A-4,IPB24G-216,1867.837
IPB24A-4,IPB24G-217,1859.538
IPB24A-4,IPB24G-218,1653.511
IPB24A-4,IPB24G-219,1841.205
IPB24A-4,IPB24G-220,1753.395
IPB24A-4,IPB24G-221,1841.205
IPB24A-4,IPB24G-222,1723.148
IPB24A-4,IPB24G-223,1759.641
IPB24A-4,IPB24G-224,1841.205
IPB24A-4,IPB24G-225,2003.273
IPB24A-4,IPB24G-227,1753.395
IPB24A-4,IPB24G-228,1988.841
IPB24A-4,IPB24G-229,1629.028
IPB24A-4,IPB24G-230,1753.395
IPB24A-4,IPB24G-231,1759.641
IPB24A-4,IPB24G-232,1841.205
IPB24A-4,IPB24G-233,1841.205
IPB24A-4,IPB24G-234,1841.205
IPB24A-4,IPB24G-235,2003.273
IPB24A-4,IPB24G-236,2003.273
IPB24A-4,IPB24G-237,2003.273
IPB24A-4,IPB24G-238,1955.842
IPB24A-4,IPB24G-239,1988.841
IPB24A-4,IPB24G-240,1948.989
IPB24A-4,IPB24G-241,1860.200
IPB24A-4,IPB4B-22,255.258
IPB24A-4,IPB4B-78,2390.481
IPB24A-4,IPB4B-79,2390.481
IPB24A-4,IPB4B-80,2390.481
IPB24A-4,IPB6D-12,1765.422
IPB24A-4,IPB6D-3,1725.917
IPB24A-4,IPB6D-5,1698.993
IPB24A-4,IPB6D-6,1725.917
IPB24A-4,IPB6D-7,1725.917
IPB24A-40,IPB24A-41,80.012
IPB24A-40,IPB24A-42,325.360
IPB24A-40,IPB24A-43,327.599
IPB24A-40,IPB24A-5,1045.823
IPB24A-40,IPB24A-6,1045.823
IPB24A-40,IPB24A-7,1036.906
IPB24A-40,IPB24A-8,1036.906
IPB24A-40,IPB24A-9,1057.123
IPB24A-40,IPB24C-110,854.624
IPB24A-40,IPB24C-112,855.465
IPB24A-40,IPB24C-114,855.465
IPB24A-40,IPB24C-117,855.470
IPB24A-40,IPB24C-120,920.708
IPB24A-40,IPB24C-30,261.763
IPB24A-40,IPB4B-22,899.307
IPB24A-41,IPB24A-42,278.899
IPB24A-41,IPB24A-44,245.267
IPB24A-41,IPB24A-45,245.583
IPB24A-41,IPB24B-11,836.166
IPB24A-41,IPB24B-9,836.166
IPB24A-41,IPB24C-102,835.186
IPB24A-41,IPB24C-103,835.186
IPB24A-41,IPB24C-104,835.186
IPB24A-41,IPB24C-107,835.417
IPB24A-41,IPB24C-109,835.417
IPB24A-41,IPB24C-111,835.417
IPB24A-41,IPB24C-112,836.166
IPB24A-41,IPB24C-114,836.166
IPB24A-41,IPB24C-115,836.166
IPB24A-41,IPB24C-117,836.153
IPB24A-41,IPB24C-120,889.957
IPB24A-41,IPB24C-127,836.166
IPB24A-41,IPB24C-63,837.190
IPB24A-41,IPB24C-73,836.166
IPB24A-41,IPB24C-77,836.153
IPB24A-41,IPB24C-78,836.153
IPB24A-41,IPB24C-84,834.016
IPB24A-41,IPB24D-36,174.822
IPB24A-41,IPB24D-38,0.000
IPB24A-41,IPB24G-217,1111.342
IPB24A-41,IPB24G-218,801.238
IPB24A-41,IPB6D-3,732.384
IPB24A-41,IPB6D-5,705.641
IPB24A-42,IPB24A-43,8.839
IPB24A-42,IPB24A-44,179.801
IPB24A-42,IPB24A-45,176.448
IPB24A-42,IPB24A-5,1154.457
IPB24A-42,IPB24A-6,1154.457
IPB24A-42,IPB24A-7,1148.159
IPB24A-42,IPB24A-8,1148.159
IPB24A-42,IPB24A-9,1158.386
IPB24A-42,IPB24B-11,1063.981
IPB24A-42,IPB24B-15,756.822
IPB24A-42,IPB24B-9,1063.981
IPB24A-42,IPB24C-100,1063.418
IPB24A-42,IPB24C-102,1061.681
IPB24A-42,IPB24C-103,1061.681
IPB24A-42,IPB24C-104,1061.681
IPB24A-42,IPB24C-105,1061.681
IPB24A-42,IPB24C-106,1063.418
IPB24A-42,IPB24C-107,1063.418
IPB24A-42,IPB24C-108,1063.418
IPB24A-42,IPB24C-109,1063.418
IPB24A-42,IPB24C-110,1063.418
IPB24A-42,IPB24C-111,1063.418
IPB24A-42,IPB24C-112,1063.981
IPB24A-42,IPB24C-114,1063.981
IPB24A-42,IPB24C-117,1063.935
IPB24A-42,IPB24C-120,1092.303
IPB24A-42,IPB24C-123,1088.893
IPB24A-42,IPB24C-126,1063.981
IPB24A-42,IPB24C-128,1063.981
IPB24A-42,IPB24C-62,1064.987
IPB24A-42,IPB24C-63,1064.987
IPB24A-42,IPB24C-68,1063.981
IPB24A-42,IPB24C-73,1063.981
IPB24A-42,IPB24C-78,1063.935
IPB24A-42,IPB24C-84,1062.549
IPB24A-42,IPB24C-89,1063.418
IPB24A-42,IPB24C-90,1063.418
IPB24A-42,IPB24C-95,1063.418
IPB24A-42,IPB24C-96,1063.418
IPB24A-42,IPB24C-97,1063.418
IPB24A-42,IPB24C-99,1062.382
IPB24A-42,IPB24D-38,278.899
IPB24A-42,IPB24D-42,277.429
IPB24A-42,IPB24D-46,6.063
IPB24A-42,IPB24G-227,999.301
IPB24A-42,IPB4B-52,447.895
IPB24A-42,IPB4B-67,1627.431
IPB24A-42,IPB4B-68,1627.431
IPB24A-43,IPB24A-44,187.626
IPB24A-43,IPB24A-45,184.293
IPB24A-43,IPB24A-5,1147.818
IPB24A-43,IPB24A-6,1147.818
IPB24A-43,IPB24A-7,1141.573
IPB24A-43,IPB24A-8,1141.573
IPB24A-43,IPB24A-9,1151.611
IPB24A-43,IPB24B-1,79.505
IPB24A-43,IPB24B-10,1059.701
IPB24A-43,IPB24B-11,1059.701
IPB24A-43,IPB24C-100,1059.146
IPB24A-43,IPB24C-102,1057.347
IPB24A-43,IPB24C-103,1057.347
IPB24A-43,IPB24C-104,1057.347
IPB24A-43,IPB24C-105,1057.347
IPB24A-43,IPB24C-106,1059.146
IPB24A-43,IPB24C-107,1059.146
IPB24A-43,IPB24C-108,1059.146
IPB24A-43,IPB24C-109,1059.146
IPB24A-43,IPB24C-110,1059.146
IPB24A-43,IPB24C-111,1059.146
IPB24A-43,IPB24C-112,1059.701
IPB24A-43,IPB24C-120,1087.039
IPB24A-43,IPB24C-126,1059.701
IPB24A-43,IPB24C-128,1059.701
IPB24A-43,IPB24C-23,335.074
IPB24A-43,IPB24C-28,117.333
IPB24A-43,IPB24C-68,1059.701
IPB24A-43,IPB24C-84,1058.301
IPB24A-43,IPB24C-89,1059.146
IPB24A-43,IPB24C-95,1059.146
IPB24A-43,IPB24C-96,1059.146
IPB24A-43,IPB24C-97,1059.146
IPB24A-43,IPB24C-99,1058.056
IPB24A-43,IPB24D-46,6.523
IPB24A-43,IPB24D-47,185.492
IPB24A-43,IPB4B-16,497.758
IPB24A-43,IPB4B-18,410.020
IPB24A-43,IPB4B-22,1069.203
IPB24A-43,IPB4B-4,66.405
IPB24A-43,IPB4B-52,440.411
IPB24A-43,IPB4B-67,1635.758
IPB24A-44,IPB24A-45,3.465
IPB24A-44,IPB24A-7,1221.132
IPB24A-44,IPB24A-8,1221.132
IPB24A-44,IPB24A-9,1236.397
IPB24A-44,IPB24C-104,1080.393
IPB24A-44,IPB24C-125,1081.409
IPB24A-44,IPB24C-23,154.363
IPB24A-44,IPB24C-28,275.398
IPB24A-44,IPB24C-99,1080.885
IPB24A-44,IPB24D-38,245.267
IPB24A-44,IPB24E-177,1318.424
IPB24A-44,IPB24G-227,819.529
IPB24A-44,IPB4B-4,216.058
IPB24A-44,IPB4B-6,212.081
IPB24A-45,IPB24A-6,1227.974
IPB24A-45,IPB24A-7,1220.334
IPB24A-45,IPB24A-8,1220.334
IPB24A-45,IPB24A-9,1235.501
IPB24A-45,IPB24B-3,137.996
IPB24A-45,IPB24B-5,1081.665
IPB24A-45,IPB24C-102,1080.623
IPB24A-45,IPB24C-104,1080.623
IPB24A-45,IPB24C-105,1080.623
IPB24A-45,IPB24C-108,1080.923
IPB24A-45,IPB24C-114,1081.665
IPB24A-45,IPB24C-117,1081.651
IPB24A-45,IPB24C-120,1132.219
IPB24A-45,IPB24C-123,1130.055
IPB24A-45,IPB24C-127,1081.665
IPB24A-45,IPB24C-62,1082.688
IPB24A-45,IPB24C-68,1081.665
IPB24A-45,IPB24C-77,1081.651
IPB24A-45,IPB24C-78,1081.651
IPB24A-45,IPB24C-99,1081.120
IPB24A-45,IPB24D-38,245.583
IPB24A-45,IPB24D-46,178.049
IPB24A-45,IPB24D-51,3.747
IPB24A-45,IPB24G-227,822.902
IPB24A-45,IPB4B-18,541.673
IPB24A-45,IPB4B-4,213.155
IPB24A-45,IPB4B-6,209.173
IPB24A-45,IPB4B-68,1453.117
IPB24A-5,IPB24A-6,0.000
IPB24A-5,IPB24A-7,12.077
IPB24A-5,IPB24A-8,12.077
IPB24A-5,IPB24A-9,27.369
IPB24A-5,IPB24B-11,387.343
IPB24A-5,IPB24B-13,6.267
IPB24A-5,IPB24C-100,388.514
IPB24A-5,IPB24C-102,380.036
IPB24A-5,IPB24C-103,380.036
IPB24A-5,IPB24C-104,380.036
IPB24A-5,IPB24C-105,380.036
IPB24A-5,IPB24C-106,388.514
IPB24A-5,IPB24C-107,388.514
IPB24A-5,IPB24C-108,388.514
IPB24A-5,IPB24C-109,388.514
IPB24A-5,IPB24C-110,388.514
IPB24A-5,IPB24C-111,388.514
IPB24A-5,IPB24C-112,387.343
IPB24A-5,IPB24C-120,243.531
IPB24A-5,IPB24C-126,387.343
IPB24A-5,IPB24C-128,387.343
IPB24A-5,IPB24C-68,387.343
IPB24A-5,IPB24C-84,391.766
IPB24A-5,IPB24C-89,388.514
IPB24A-5,IPB24C-95,388.514
IPB24A-5,IPB24C-96,388.514
IPB24A-5,IPB24C-97,388.514
IPB24A-5,IPB24D-46,1148.432
IPB24A-5,IPB24D-50,1226.040
IPB24A-5,IPB24E-170,2374.536
IPB24A-5,IPB24E-171,2406.807
IPB24A-5,IPB24E-172,2406.807
IPB24A-5,IPB24E-174,1646.878
IPB24A-5,IPB24E-175,2393.233
IPB24A-5,IPB24E-177,2393.233
IPB24A-5,IPB24E-179,2360.259
IPB24A-5,IPB24E-180,2384.803
IPB24A-5,IPB24E-181,2437.548
IPB24A-5,IPB24E-182,2158.105
IPB24A-5,IPB24E-183,2390.147
IPB24A-5,IPB24E-188,2514.204
IPB24A-5,IPB24E-189,2355.172
IPB24A-5,IPB24E-191,1906.037
IPB24A-5,IPB24E-192,2390.257
IPB24A-5,IPB24E-193,2374.536
IPB24A-5,IPB24E-194,2437.548
IPB24A-5,IPB24E-195,2158.105
IPB24A-5,IPB24E-196,2390.257
IPB24A-5,IPB24E-197,2390.257
IPB24A-5,IPB24E-198,2369.716
IPB24A-5,IPB24E-199,2393.233
IPB24A-5,IPB24E-200,2395.450
IPB24A-5,IPB24G-202,2406.807
IPB24A-5,IPB24G-203,2406.807
IPB24A-5,IPB24G-204,2406.807
IPB24A-5,IPB24G-206,2384.803
IPB24A-5,IPB24G-207,1764.783
IPB24A-5,IPB24G-209,1728.351
IPB24A-5,IPB24G-210,1734.179
IPB24A-5,IPB24G-211,1758.607
IPB24A-5,IPB24G-212,2008.622
IPB24A-5,IPB24G-213,1971.839
IPB24A-5,IPB24G-214,1994.362
IPB24A-5,IPB24G-215,1846.271
IPB24A-5,IPB24G-216,1873.558
IPB24A-5,IPB24G-217,1865.256
IPB24A-5,IPB24G-218,1658.740
IPB24A-5,IPB24G-219,1846.271
IPB24A-5,IPB24G-220,1758.607
IPB24A-5,IPB24G-221,1846.271
IPB24A-5,IPB24G-222,1728.351
IPB24A-5,IPB24G-223,1764.783
IPB24A-5,IPB24G-224,1846.271
IPB24A-5,IPB24G-225,2008.622
IPB24A-5,IPB24G-227,1758.607
IPB24A-5,IPB24G-228,1994.362
IPB24A-5,IPB24G-229,1634.273
IPB24A-5,IPB24G-230,1758.607
IPB24A-5,IPB24G-231,1764.783
IPB24A-5,IPB24G-232,1846.271
IPB24A-5,IPB24G-233,1846.271
IPB24A-5,IPB24G-234,1846.271
IPB24A-5,IPB24G-235,2008.622
IPB24A-5,IPB24G-236,2008.622
IPB24A-5,IPB24G-237,2008.622
IPB24A-5,IPB24G-238,1961.319
IPB24A-5,IPB24G-239,1994.362
IPB24A-5,IPB24G-240,1954.668
IPB24A-5,IPB24G-241,1865.910
IPB24A-5,IPB24H-133,1103.399
IPB24A-5,IPB4B-52,716.136
IPB24A-5,IPB4B-67,2406.438
IPB24A-5,IPB4B-78,2395.450
IPB24A-5,IPB4B-79,2395.450
IPB24A-5,IPB4B-80,2395.450
IPB24A-5,IPB6D-12,1769.893
IPB24A-5,IPB6D-3,1729.812
IPB24A-5,IPB6D-5,1702.894
IPB24A-5,IPB6D-6,1729.812
IPB24A-5,IPB6D-7,1729.812
IPB24A-6,IPB24A-7,12.077
IPB24A-6,IPB24A-8,12.077
IPB24A-6,IPB24A-9,27.369
IPB24A-6,IPB24B-12,387.343
IPB24A-6,IPB24B-13,6.267
IPB24A-6,IPB24C-100,388.514
IPB24A-6,IPB24C-104,380.036
IPB24A-6,IPB24C-105,380.036
IPB24A-6,IPB24C-106,388.514
IPB24A-6,IPB24C-115,387.343
IPB24A-6,IPB24C-120,243.531
IPB24A-6,IPB24C-122,259.173
IPB24A-6,IPB24C-123,236.418
IPB24A-6,IPB24C-125,387.343
IPB24A-6,IPB24C-126,387.343
IPB24A-6,IPB24C-25,1231.004
IPB24A-6,IPB24C-62,387.088
IPB24A-6,IPB24C-63,387.088
IPB24A-6,IPB24C-68,387.343
IPB24A-6,IPB24C-78,387.157
IPB24A-6,IPB24C-92,388.514
IPB24A-6,IPB24C-95,388.514
IPB24A-6,IPB24C-96,388.514
IPB24A-6,IPB24C-97,388.514
IPB24A-6,IPB24C-99,381.168
IPB24A-6,IPB24D-46,1148.432
IPB24A-6,IPB24D-50,1226.040
IPB24A-6,IPB24D-52,1216.235
IPB24A-6,IPB24E-170,2374.536
IPB24A-6,IPB24E-171,2406.807
IPB24A-6,IPB24E-172,2406.807
IPB24A-6,IPB24E-174,1646.878
IPB24A-6,IPB24E-175,2393.233
IPB24A-6,IPB24E-177,2393.233
IPB24A-6,IPB24E-179,2360.259
IPB24A-6,IPB24E-180,2384.803
IPB24A-6,IPB24E-181,2437.548
IPB24A-6,IPB24E-182,2158.105
IPB24A-6,IPB24E-183,2390.147
IPB24A-6,IPB24E-188,2514.204
IPB24A-6,IPB24E-189,2355.172
IPB24A-6,IPB24E-191,1906.037
IPB24A-6,IPB24E-192,2390.257
IPB24A-6,IPB24E-193,2374.536
IPB24A-6,IPB24E-194,2437.548
IPB24A-6,IPB24E-195,2158.105
IPB24A-6,IPB24E-196,2390.257
IPB24A-6,IPB24E-197,2390.257
IPB24A-6,IPB24E-198,2369.716
IPB24A-6,IPB24E-199,2393.233
IPB24A-6,IPB24E-200,2395.450
IPB24A-6,IPB24G-202,2406.807
IPB24A-6,IPB24G-203,2406.807
IPB24A-6,IPB24G-204,2406.807
IPB24A-6,IPB24G-206,2384.803
IPB24A-6,IPB24G-207,1764.783
IPB24A-6,IPB24G-209,1728.351
IPB24A-6,IPB24G-210,1734.179
IPB24A-6,IPB24G-211,1758.607
IPB24A-6,IPB24G-212,2008.622
IPB24A-6,IPB24G-213,1971.839
IPB24A-6,IPB24G-214,1994.362
IPB24A-6,IPB24G-215,1846.271
IPB24A-6,IPB24G-216,1873.558
IPB24A-6,IPB24G-217,1865.256
IPB24A-6,IPB24G-218,1658.740
IPB24A-6,IPB24G-219,1846.271
IPB24A-6,IPB24G-220,1758.607
IPB24A-6,IPB24G-221,1846.271
IPB24A-6,IPB24G-222,1728.351
IPB24A-6,IPB24G-223,1764.783
IPB24A-6,IPB24G-224,1846.271
IPB24A-6,IPB24G-225,2008.622
IPB24A-6,IPB24G-227,1758.607
IPB24A-6,IPB24G-228,1994.362
IPB24A-6,IPB24G-229,1634.273
IPB24A-6,IPB24G-230,1758.607
IPB24A-6,IPB24G-231,1764.783
IPB24A-6,IPB24G-232,1846.271
IPB24A-6,IPB24G-233,1846.271
IPB24A-6,IPB24G-234,1846.271
IPB24A-6,IPB24G-235,2008.622
IPB24A-6,IPB24G-236,2008.622
IPB24A-6,IPB24G-237,2008.622
IPB24A-6,IPB24G-238,1961.319
IPB24A-6,IPB24G-239,1994.362
IPB24A-6,IPB24G-240,1954.668
IPB24A-6,IPB24G-241,1865.910
IPB24A-6,IPB24H-133,1103.399
IPB24A-6,IPB4B-22,261.525
IPB24A-6,IPB4B-52,716.136
IPB24A-6,IPB4B-65,2396.737
IPB24A-6,IPB4B-66,2406.438
IPB24A-6,IPB4B-68,2406.438
IPB24A-6,IPB4B-78,2395.450
IPB24A-6,IPB4B-79,2395.450
IPB24A-6,IPB4B-80,2395.450
IPB24A-6,IPB6D-12,1769.893
IPB24A-6,IPB6D-3,1729.812
IPB24A-6,IPB6D-5,1702.894
IPB24A-6,IPB6D-6,1729.812
IPB24A-6,IPB6D-7,1729.812
IPB24A-7,IPB24A-8,0.000
IPB24A-7,IPB24A-9,38.709
IPB24A-7,IPB24B-13,5.937
IPB24A-7,IPB24C-28,1029.721
IPB24A-7,IPB24C-63,375.159
IPB24A-7,IPB24C-89,376.578
IPB24A-7,IPB24C-92,376.578
IPB24A-7,IPB24C-99,369.225
IPB24A-7,IPB24D-50,1218.375
IPB24A-7,IPB24E-170,2363.511
IPB24A-7,IPB24E-171,2395.580
IPB24A-7,IPB24E-172,2395.580
IPB24A-7,IPB24E-174,1637.455
IPB24A-7,IPB24E-175,2382.715
IPB24A-7,IPB24E-177,2382.715
IPB24A-7,IPB24E-179,2349.029
IPB24A-7,IPB24E-180,2374.577
IPB24A-7,IPB24E-181,2426.505
IPB24A-7,IPB24E-182,2147.721
IPB24A-7,IPB24E-183,2379.388
IPB24A-7,IPB24E-188,2503.056
IPB24A-7,IPB24E-189,2344.355
IPB24A-7,IPB24E-191,1895.915
IPB24A-7,IPB24E-192,2379.783
IPB24A-7,IPB24E-193,2363.511
IPB24A-7,IPB24E-194,2426.505
IPB24A-7,IPB24E-195,2147.721
IPB24A-7,IPB24E-196,2379.783
IPB24A-7,IPB24E-197,2379.783
IPB24A-7,IPB24E-198,2359.150
IPB24A-7,IPB24E-199,2382.715
IPB24A-7,IPB24E-200,2384.941
IPB24A-7,IPB24G-202,2395.580
IPB24A-7,IPB24G-203,2395.580
IPB24A-7,IPB24G-204,2395.580
IPB24A-7,IPB24G-206,2374.577
IPB24A-7,IPB24G-207,1754.008
IPB24A-7,IPB24G-209,1717.483
IPB24A-7,IPB24G-210,1723.279
IPB24A-7,IPB24G-211,1747.725
IPB24A-7,IPB24G-212,1997.537
IPB24A-7,IPB24G-213,1960.576
IPB24A-7,IPB24G-214,1983.028
IPB24A-7,IPB24G-215,1835.613
IPB24A-7,IPB24G-216,1861.952
IPB24A-7,IPB24G-217,1853.654
IPB24A-7,IPB24G-218,1647.834
IPB24A-7,IPB24G-219,1835.613
IPB24A-7,IPB24G-220,1747.725
IPB24A-7,IPB24G-221,1835.613
IPB24A-7,IPB24G-222,1717.483
IPB24A-7,IPB24G-223,1754.008
IPB24A-7,IPB24G-224,1835.613
IPB24A-7,IPB24G-225,1997.537
IPB24A-7,IPB24G-227,1747.725
IPB24A-7,IPB24G-228,1983.028
IPB24A-7,IPB24G-229,1623.342
IPB24A-7,IPB24G-230,1747.725
IPB24A-7,IPB24G-231,1754.008
IPB24A-7,IPB24G-232,1835.613
IPB24A-7,IPB24G-233,1835.613
IPB24A-7,IPB24G-234,1835.613
IPB24A-7,IPB24G-235,1997.537
IPB24A-7,IPB24G-236,1997.537
IPB24A-7,IPB24G-237,1997.537
IPB24A-7,IPB24G-238,1950.048
IPB24A-7,IPB24G-239,1983.028
IPB24A-7,IPB24G-240,1943.117
IPB24A-7,IPB24G-241,1854.318
IPB24A-7,IPB24H-133,1091.436
IPB24A-7,IPB4B-15,1284.519
IPB24A-7,IPB4B-17,755.730
IPB24A-7,IPB4B-22,249.560
IPB24A-7,IPB4B-78,2384.941
IPB24A-7,IPB4B-79,2384.941
IPB24A-7,IPB4B-80,2384.941
IPB24A-7,IPB6D-12,1760.183
IPB24A-7,IPB6D-3,1721.064
IPB24A-7,IPB6D-5,1694.136
IPB24A-7,IPB6D-6,1721.064
IPB24A-7,IPB6D-7,1721.064
IPB24A-8,IPB24A-9,38.709
IPB24A-8,IPB24B-11,375.409
IPB24A-8,IPB24B-12,375.409
IPB24A-8,IPB24B-13,5.937
IPB24A-8,IPB24B-5,375.409
IPB24A-8,IPB24B-8,376.578
IPB24A-8,IPB24C-100,376.578
IPB24A-8,IPB24C-105,368.088
IPB24A-8,IPB24C-106,376.578
IPB24A-8,IPB24C-107,376.578
IPB24A-8,IPB24C-108,376.578
IPB24A-8,IPB24C-109,376.578
IPB24A-8,IPB24C-110,376.578
IPB24A-8,IPB24C-111,376.578
IPB24A-8,IPB24C-112,375.409
IPB24A-8,IPB24C-115,375.409
IPB24A-8,IPB24C-117,375.223
IPB24A-8,IPB24C-119,227.181
IPB24A-8,IPB24C-125,375.409
IPB24A-8,IPB24C-126,375.409
IPB24A-8,IPB24C-127,375.409
IPB24A-8,IPB24C-128,375.409
IPB24A-8,IPB24C-62,375.159
IPB24A-8,IPB24C-63,375.159
IPB24A-8,IPB24C-66,375.159
IPB24A-8,IPB24C-68,375.409
IPB24A-8,IPB24C-70,375.409
IPB24A-8,IPB24C-76,375.223
IPB24A-8,IPB24C-77,375.223
IPB24A-8,IPB24C-78,375.223
IPB24A-8,IPB24C-82,375.223
IPB24A-8,IPB24C-84,379.827
IPB24A-8,IPB24C-89,376.578
IPB24A-8,IPB24C-90,376.578
IPB24A-8,IPB24C-91,376.578
IPB24A-8,IPB24C-92,376.578
IPB24A-8,IPB24C-95,376.578
IPB24A-8,IPB24C-96,376.578
IPB24A-8,IPB24C-97,376.578
IPB24A-8,IPB24C-99,369.225
IPB24A-8,IPB24D-50,1218.375
IPB24A-8,IPB24E-170,2363.511
IPB24A-8,IPB24E-171,2395.580
IPB24A-8,IPB24E-172,2395.580
IPB24A-8,IPB24E-174,1637.455
IPB24A-8,IPB24E-175,2382.715
IPB24A-8,IPB24E-177,2382.715
IPB24A-8,IPB24E-179,2349.029
IPB24A-8,IPB24E-180,2374.577
