SampleGroup1,SampleGroup2,Distance_km
IPB24A-10,IPB24A-11,0.000
IPB24A-10,IPB24A-12,0.000
IPB24A-10,IPB24A-13,19.073
IPB24A-10,IPB24A-14,13.657
IPB24A-10,IPB24A-15,13.657
IPB24A-10,IPB24A-17,20.644
IPB24A-10,IPB24A-18,19.073
IPB24A-10,IPB24A-19,19.073
IPB24A-10,IPB24A-2,17.354
IPB24A-10,IPB24A-20,12.829
IPB24A-10,IPB24A-21,12.829
IPB24A-10,IPB24A-27,1236.157
IPB24A-10,IPB24A-28,1080.621
IPB24A-10,IPB24A-31,1039.135
IPB24A-10,IPB24A-32,1039.135
IPB24A-10,IPB24A-33,1080.621
IPB24A-10,IPB24A-34,1080.621
IPB24A-10,IPB24A-35,1080.621
IPB24A-10,IPB24A-37,1177.516
IPB24A-10,IPB24A-39,1177.516
IPB24A-10,IPB24A-4,19.073
IPB24A-10,IPB24A-40,1053.004
IPB24A-10,IPB24A-43,1151.705
IPB24A-10,IPB24A-44,1234.386
IPB24A-10,IPB24A-45,1233.530
IPB24A-10,IPB24A-5,12.829
IPB24A-10,IPB24A-6,12.829
IPB24A-10,IPB24A-7,24.719
IPB24A-10,IPB24A-8,24.719
IPB24A-10,IPB24A-9,14.905
IPB24A-10,IPB24B-13,19.073
IPB24A-10,IPB24C-104,392.802
IPB24A-10,IPB24C-22,1361.200
IPB24A-10,IPB24C-28,1039.135
IPB24A-10,IPB24C-68,400.117
IPB24A-10,IPB24C-99,393.937
IPB24A-10,IPB24D-50,1231.626
IPB24A-10,IPB24E-170,2384.644
IPB24A-10,IPB24E-171,2417.246
IPB24A-10,IPB24E-172,2417.246
IPB24A-10,IPB24E-174,1654.693
IPB24A-10,IPB24E-175,2402.566
IPB24A-10,IPB24E-177,2402.566
IPB24A-10,IPB24E-179,2370.702
IPB24A-10,IPB24E-180,2393.711
IPB24A-10,IPB24E-181,2447.685
IPB24A-10,IPB24E-182,2167.245
IPB24A-10,IPB24E-183,2399.840
IPB24A-10,IPB24E-188,2524.509
IPB24A-10,IPB24E-189,2364.956
IPB24A-10,IPB24E-191,1914.807
IPB24A-10,IPB24E-192,2399.526
IPB24A-10,IPB24E-193,2384.644
IPB24A-10,IPB24E-194,2447.685
IPB24A-10,IPB24E-195,2167.245
IPB24A-10,IPB24E-196,2399.526
IPB24A-10,IPB24E-197,2399.526
IPB24A-10,IPB24E-198,2379.120
IPB24A-10,IPB24E-199,2402.566
IPB24A-10,IPB24E-200,2404.769
IPB24A-10,IPB24G-202,2417.246
IPB24A-10,IPB24G-203,2417.246
IPB24A-10,IPB24G-204,2417.246
IPB24A-10,IPB24G-206,2393.711
IPB24A-10,IPB24G-207,1774.511
IPB24A-10,IPB24G-209,1738.224
IPB24A-10,IPB24G-210,1744.100
IPB24A-10,IPB24G-211,1768.500
IPB24A-10,IPB24G-212,2018.832
IPB24A-10,IPB24G-213,1982.342
IPB24A-10,IPB24G-214,2004.986
IPB24A-10,IPB24G-215,1855.821
IPB24A-10,IPB24G-216,1884.672
IPB24A-10,IPB24G-217,1876.362
IPB24A-10,IPB24G-218,1668.671
IPB24A-10,IPB24G-219,1855.821
IPB24A-10,IPB24G-220,1768.500
IPB24A-10,IPB24G-221,1855.821
IPB24A-10,IPB24G-222,1738.224
IPB24A-10,IPB24G-223,1774.511
IPB24A-10,IPB24G-224,1855.821
IPB24A-10,IPB24G-225,2018.832
IPB24A-10,IPB24G-227,1768.500
IPB24A-10,IPB24G-228,2004.986
IPB24A-10,IPB24G-229,1644.244
IPB24A-10,IPB24G-230,1768.500
IPB24A-10,IPB24G-231,1774.511
IPB24A-10,IPB24G-232,1855.821
IPB24A-10,IPB24G-233,1855.821
IPB24A-10,IPB24G-234,1855.821
IPB24A-10,IPB24G-235,2018.832
IPB24A-10,IPB24G-236,2018.832
IPB24A-10,IPB24G-237,2018.832
IPB24A-10,IPB24G-238,1971.834
IPB24A-10,IPB24G-239,2004.986
IPB24A-10,IPB24G-240,1965.678
IPB24A-10,IPB24G-241,1876.999
IPB24A-10,IPB24H-133,1115.314
IPB24A-10,IPB4B-13,1288.540
IPB24A-10,IPB4B-15,1302.553
IPB24A-10,IPB4B-4,1085.636
IPB24A-10,IPB4B-6,1088.708
IPB24A-10,IPB4B-78,2404.769
IPB24A-10,IPB4B-79,2404.769
IPB24A-10,IPB4B-80,2404.769
IPB24A-10,IPB6D-12,1778.093
IPB24A-10,IPB6D-3,1736.736
IPB24A-10,IPB6D-5,1709.832
IPB24A-10,IPB6D-6,1736.736
IPB24A-10,IPB6D-7,1736.736
IPB24A-11,IPB24A-12,0.000
IPB24A-11,IPB24A-13,19.073
IPB24A-11,IPB24A-14,13.657
IPB24A-11,IPB24A-15,13.657
IPB24A-11,IPB24A-17,20.644
IPB24A-11,IPB24A-18,19.073
IPB24A-11,IPB24A-19,19.073
IPB24A-11,IPB24A-2,17.354
IPB24A-11,IPB24A-20,12.829
IPB24A-11,IPB24A-27,1236.157
IPB24A-11,IPB24A-31,1039.135
IPB24A-11,IPB24A-32,1039.135
IPB24A-11,IPB24A-33,1080.621
IPB24A-11,IPB24A-34,1080.621
IPB24A-11,IPB24A-35,1080.621
IPB24A-11,IPB24A-39,1177.516
IPB24A-11,IPB24A-4,19.073
IPB24A-11,IPB24A-43,1151.705
IPB24A-11,IPB24A-5,12.829
IPB24A-11,IPB24A-6,12.829
IPB24A-11,IPB24A-7,24.719
IPB24A-11,IPB24A-8,24.719
IPB24A-11,IPB24A-9,14.905
IPB24A-11,IPB24B-13,19.073
IPB24A-11,IPB24C-28,1039.135
IPB24A-11,IPB24D-50,1231.626
IPB24A-11,IPB24E-170,2384.644
IPB24A-11,IPB24E-171,2417.246
IPB24A-11,IPB24E-172,2417.246
IPB24A-11,IPB24E-174,1654.693
IPB24A-11,IPB24E-175,2402.566
IPB24A-11,IPB24E-177,2402.566
IPB24A-11,IPB24E-179,2370.702
IPB24A-11,IPB24E-180,2393.711
IPB24A-11,IPB24E-181,2447.685
IPB24A-11,IPB24E-182,2167.245
IPB24A-11,IPB24E-183,2399.840
IPB24A-11,IPB24E-188,2524.509
IPB24A-11,IPB24E-189,2364.956
IPB24A-11,IPB24E-191,1914.807
IPB24A-11,IPB24E-192,2399.526
IPB24A-11,IPB24E-193,2384.644
IPB24A-11,IPB24E-194,2447.685
IPB24A-11,IPB24E-195,2167.245
IPB24A-11,IPB24E-196,2399.526
IPB24A-11,IPB24E-197,2399.526
IPB24A-11,IPB24E-198,2379.120
IPB24A-11,IPB24E-199,2402.566
IPB24A-11,IPB24E-200,2404.769
IPB24A-11,IPB24G-202,2417.246
IPB24A-11,IPB24G-203,2417.246
IPB24A-11,IPB24G-204,2417.246
IPB24A-11,IPB24G-206,2393.711
IPB24A-11,IPB24G-207,1774.511
IPB24A-11,IPB24G-209,1738.224
IPB24A-11,IPB24G-210,1744.100
IPB24A-11,IPB24G-211,1768.500
IPB24A-11,IPB24G-212,2018.832
IPB24A-11,IPB24G-213,1982.342
IPB24A-11,IPB24G-214,2004.986
IPB24A-11,IPB24G-215,1855.821
IPB24A-11,IPB24G-216,1884.672
IPB24A-11,IPB24G-217,1876.362
IPB24A-11,IPB24G-218,1668.671
IPB24A-11,IPB24G-219,1855.821
IPB24A-11,IPB24G-220,1768.500
IPB24A-11,IPB24G-221,1855.821
IPB24A-11,IPB24G-222,1738.224
IPB24A-11,IPB24G-223,1774.511
IPB24A-11,IPB24G-224,1855.821
IPB24A-11,IPB24G-225,2018.832
IPB24A-11,IPB24G-227,1768.500
IPB24A-11,IPB24G-228,2004.986
IPB24A-11,IPB24G-229,1644.244
IPB24A-11,IPB24G-230,1768.500
IPB24A-11,IPB24G-231,1774.511
IPB24A-11,IPB24G-232,1855.821
IPB24A-11,IPB24G-233,1855.821
IPB24A-11,IPB24G-234,1855.821
IPB24A-11,IPB24G-235,2018.832
IPB24A-11,IPB24G-236,2018.832
IPB24A-11,IPB24G-237,2018.832
IPB24A-11,IPB24G-238,1971.834
IPB24A-11,IPB24G-239,2004.986
IPB24A-11,IPB24G-240,1965.678
IPB24A-11,IPB24G-241,1876.999
IPB24A-11,IPB24H-133,1115.314
IPB24A-11,IPB4B-78,2404.769
IPB24A-11,IPB4B-79,2404.769
IPB24A-11,IPB4B-80,2404.769
IPB24A-11,IPB6D-12,1778.093
IPB24A-11,IPB6D-3,1736.736
IPB24A-11,IPB6D-5,1709.832
IPB24A-11,IPB6D-6,1736.736
IPB24A-11,IPB6D-7,1736.736
IPB24A-12,IPB24A-13,19.073
IPB24A-12,IPB24A-14,13.657
IPB24A-12,IPB24A-15,13.657
IPB24A-12,IPB24A-17,20.644
IPB24A-12,IPB24A-18,19.073
IPB24A-12,IPB24A-19,19.073
IPB24A-12,IPB24A-2,17.354
IPB24A-12,IPB24A-20,12.829
IPB24A-12,IPB24A-21,12.829
IPB24A-12,IPB24A-27,1236.157
IPB24A-12,IPB24A-28,1080.621
IPB24A-12,IPB24A-29,1073.539
IPB24A-12,IPB24A-31,1039.135
IPB24A-12,IPB24A-32,1039.135
IPB24A-12,IPB24A-33,1080.621
IPB24A-12,IPB24A-34,1080.621
IPB24A-12,IPB24A-35,1080.621
IPB24A-12,IPB24A-36,875.774
IPB24A-12,IPB24A-4,19.073
IPB24A-12,IPB24A-42,1158.406
IPB24A-12,IPB24A-44,1234.386
IPB24A-12,IPB24A-5,12.829
IPB24A-12,IPB24A-6,12.829
IPB24A-12,IPB24A-7,24.719
IPB24A-12,IPB24A-8,24.719
IPB24A-12,IPB24A-9,14.905
IPB24A-12,IPB24B-13,19.073
IPB24A-12,IPB24C-28,1039.135
IPB24A-12,IPB24D-50,1231.626
IPB24A-12,IPB24E-170,2384.644
IPB24A-12,IPB24E-171,2417.246
IPB24A-12,IPB24E-172,2417.246
IPB24A-12,IPB24E-174,1654.693
IPB24A-12,IPB24E-175,2402.566
IPB24A-12,IPB24E-177,2402.566
IPB24A-12,IPB24E-179,2370.702
IPB24A-12,IPB24E-180,2393.711
IPB24A-12,IPB24E-181,2447.685
IPB24A-12,IPB24E-182,2167.245
IPB24A-12,IPB24E-183,2399.840
IPB24A-12,IPB24E-188,2524.509
IPB24A-12,IPB24E-189,2364.956
IPB24A-12,IPB24E-191,1914.807
IPB24A-12,IPB24E-192,2399.526
IPB24A-12,IPB24E-193,2384.644
IPB24A-12,IPB24E-194,2447.685
IPB24A-12,IPB24E-195,2167.245
IPB24A-12,IPB24E-196,2399.526
IPB24A-12,IPB24E-197,2399.526
IPB24A-12,IPB24E-198,2379.120
IPB24A-12,IPB24E-199,2402.566
IPB24A-12,IPB24E-200,2404.769
IPB24A-12,IPB24G-202,2417.246
IPB24A-12,IPB24G-203,2417.246
IPB24A-12,IPB24G-204,2417.246
IPB24A-12,IPB24G-206,2393.711
IPB24A-12,IPB24G-207,1774.511
IPB24A-12,IPB24G-209,1738.224
IPB24A-12,IPB24G-210,1744.100
IPB24A-12,IPB24G-211,1768.500
IPB24A-12,IPB24G-212,2018.832
IPB24A-12,IPB24G-213,1982.342
IPB24A-12,IPB24G-214,2004.986
IPB24A-12,IPB24G-215,1855.821
IPB24A-12,IPB24G-216,1884.672
IPB24A-12,IPB24G-217,1876.362
IPB24A-12,IPB24G-218,1668.671
IPB24A-12,IPB24G-219,1855.821
IPB24A-12,IPB24G-220,1768.500
IPB24A-12,IPB24G-221,1855.821
IPB24A-12,IPB24G-222,1738.224
IPB24A-12,IPB24G-223,1774.511
IPB24A-12,IPB24G-224,1855.821
IPB24A-12,IPB24G-225,2018.832
IPB24A-12,IPB24G-227,1768.500
IPB24A-12,IPB24G-228,2004.986
IPB24A-12,IPB24G-229,1644.244
IPB24A-12,IPB24G-230,1768.500
IPB24A-12,IPB24G-231,1774.511
IPB24A-12,IPB24G-232,1855.821
IPB24A-12,IPB24G-233,1855.821
IPB24A-12,IPB24G-234,1855.821
IPB24A-12,IPB24G-235,2018.832
IPB24A-12,IPB24G-236,2018.832
IPB24A-12,IPB24G-237,2018.832
IPB24A-12,IPB24G-238,1971.834
IPB24A-12,IPB24G-239,2004.986
IPB24A-12,IPB24G-240,1965.678
IPB24A-12,IPB24G-241,1876.999
IPB24A-12,IPB4B-2,1543.389
IPB24A-12,IPB4B-78,2404.769
IPB24A-12,IPB4B-79,2404.769
IPB24A-12,IPB4B-80,2404.769
IPB24A-12,IPB6D-12,1778.093
IPB24A-12,IPB6D-3,1736.736
IPB24A-12,IPB6D-5,1709.832
IPB24A-12,IPB6D-6,1736.736
IPB24A-12,IPB6D-7,1736.736
IPB24A-13,IPB24A-14,6.513
IPB24A-13,IPB24A-15,6.513
IPB24A-13,IPB24A-17,2.102
IPB24A-13,IPB24A-18,0.000
IPB24A-13,IPB24A-19,0.000
IPB24A-13,IPB24A-2,1.719
IPB24A-13,IPB24A-20,6.267
IPB24A-13,IPB24A-21,6.267
IPB24A-13,IPB24A-33,1073.553
IPB24A-13,IPB24A-34,1073.553
IPB24A-13,IPB24A-35,1073.553
IPB24A-13,IPB24A-39,1166.827
IPB24A-13,IPB24A-4,0.000
IPB24A-13,IPB24A-5,6.267
IPB24A-13,IPB24A-6,6.267
IPB24A-13,IPB24A-7,5.937
IPB24A-13,IPB24A-8,5.937
IPB24A-13,IPB24A-9,33.437
IPB24A-13,IPB24B-11,381.076
IPB24A-13,IPB24B-13,0.000
IPB24A-13,IPB24B-8,382.248
IPB24A-13,IPB24C-100,382.248
IPB24A-13,IPB24C-112,381.076
IPB24A-13,IPB24C-125,381.076
IPB24A-13,IPB24C-126,381.076
IPB24A-13,IPB24C-127,381.076
IPB24A-13,IPB24C-128,381.076
IPB24A-13,IPB24C-62,380.822
IPB24A-13,IPB24C-66,380.822
IPB24A-13,IPB24C-68,381.076
IPB24A-13,IPB24C-70,381.076
IPB24A-13,IPB24C-77,380.890
IPB24A-13,IPB24C-82,380.890
IPB24A-13,IPB24C-90,382.248
IPB24A-13,IPB24C-91,382.248
IPB24A-13,IPB24C-95,382.248
IPB24A-13,IPB24C-97,382.248
IPB24A-13,IPB24C-99,374.902
IPB24A-13,IPB24E-170,2369.228
IPB24A-13,IPB24E-171,2401.361
IPB24A-13,IPB24E-172,2401.361
IPB24A-13,IPB24E-174,1642.581
IPB24A-13,IPB24E-175,2388.258
IPB24A-13,IPB24E-177,2388.258
IPB24A-13,IPB24E-179,2354.810
IPB24A-13,IPB24E-180,2380.014
IPB24A-13,IPB24E-181,2432.228
IPB24A-13,IPB24E-182,2153.215
IPB24A-13,IPB24E-183,2385.016
IPB24A-13,IPB24E-188,2508.813
IPB24A-13,IPB24E-189,2350.003
IPB24A-13,IPB24E-191,1901.312
IPB24A-13,IPB24E-192,2385.310
IPB24A-13,IPB24E-193,2369.228
IPB24A-13,IPB24E-194,2432.228
IPB24A-13,IPB24E-195,2153.215
IPB24A-13,IPB24E-196,2385.310
IPB24A-13,IPB24E-197,2385.310
IPB24A-13,IPB24E-198,2364.710
IPB24A-13,IPB24E-199,2388.258
IPB24A-13,IPB24E-200,2390.481
IPB24A-13,IPB24G-202,2401.361
IPB24A-13,IPB24G-203,2401.361
IPB24A-13,IPB24G-204,2401.361
IPB24A-13,IPB24G-206,2380.014
IPB24A-13,IPB24G-207,1759.641
IPB24A-13,IPB24G-209,1723.148
IPB24A-13,IPB24G-210,1728.954
IPB24A-13,IPB24G-211,1753.395
IPB24A-13,IPB24G-212,2003.273
IPB24A-13,IPB24G-213,1966.368
IPB24A-13,IPB24G-214,1988.841
IPB24A-13,IPB24G-215,1841.205
IPB24A-13,IPB24G-216,1867.837
IPB24A-13,IPB24G-217,1859.538
IPB24A-13,IPB24G-218,1653.511
IPB24A-13,IPB24G-219,1841.205
IPB24A-13,IPB24G-220,1753.395
IPB24A-13,IPB24G-221,1841.205
IPB24A-13,IPB24G-222,1723.148
IPB24A-13,IPB24G-223,1759.641
IPB24A-13,IPB24G-224,1841.205
IPB24A-13,IPB24G-225,2003.273
IPB24A-13,IPB24G-227,1753.395
IPB24A-13,IPB24G-228,1988.841
IPB24A-13,IPB24G-229,1629.028
IPB24A-13,IPB24G-230,1753.395
IPB24A-13,IPB24G-231,1759.641
IPB24A-13,IPB24G-232,1841.205
IPB24A-13,IPB24G-233,1841.205
IPB24A-13,IPB24G-234,1841.205
IPB24A-13,IPB24G-235,2003.273
IPB24A-13,IPB24G-236,2003.273
IPB24A-13,IPB24G-237,2003.273
IPB24A-13,IPB24G-238,1955.842
IPB24A-13,IPB24G-239,1988.841
IPB24A-13,IPB24G-240,1948.989
IPB24A-13,IPB24G-241,1860.200
IPB24A-13,IPB24H-133,1097.373
IPB24A-13,IPB4B-78,2390.481
IPB24A-13,IPB4B-79,2390.481
IPB24A-13,IPB4B-80,2390.481
IPB24A-13,IPB6D-12,1765.422
IPB24A-13,IPB6D-3,1725.917
IPB24A-13,IPB6D-5,1698.993
IPB24A-13,IPB6D-6,1725.917
IPB24A-13,IPB6D-7,1725.917
IPB24A-14,IPB24A-15,0.000
IPB24A-14,IPB24A-17,7.451
IPB24A-14,IPB24A-18,6.513
IPB24A-14,IPB24A-19,6.513
IPB24A-14,IPB24A-2,5.038
IPB24A-14,IPB24A-20,2.646
IPB24A-14,IPB24A-21,2.646
IPB24A-14,IPB24A-27,1233.143
IPB24A-14,IPB24A-31,1037.962
IPB24A-14,IPB24A-32,1037.962
IPB24A-14,IPB24A-33,1078.486
IPB24A-14,IPB24A-34,1078.486
IPB24A-14,IPB24A-35,1078.486
IPB24A-14,IPB24A-36,873.768
IPB24A-14,IPB24A-37,1172.557
IPB24A-14,IPB24A-38,1172.557
IPB24A-14,IPB24A-39,1172.557
IPB24A-14,IPB24A-4,6.513
IPB24A-14,IPB24A-40,1047.648
IPB24A-14,IPB24A-41,1001.436
IPB24A-14,IPB24A-42,1156.742
IPB24A-14,IPB24A-43,1150.110
IPB24A-14,IPB24A-5,2.646
IPB24A-14,IPB24A-6,2.646
IPB24A-14,IPB24A-7,12.425
IPB24A-14,IPB24A-8,12.425
IPB24A-14,IPB24A-9,28.496
IPB24A-14,IPB24B-11,387.014
IPB24A-14,IPB24B-13,6.513
IPB24A-14,IPB24C-100,388.189
IPB24A-14,IPB24C-102,379.727
IPB24A-14,IPB24C-103,379.727
IPB24A-14,IPB24C-104,379.727
IPB24A-14,IPB24C-105,379.727
IPB24A-14,IPB24C-106,388.189
IPB24A-14,IPB24C-107,388.189
IPB24A-14,IPB24C-108,388.189
IPB24A-14,IPB24C-109,388.189
IPB24A-14,IPB24C-110,388.189
IPB24A-14,IPB24C-111,388.189
IPB24A-14,IPB24C-120,243.101
IPB24A-14,IPB24C-126,387.014
IPB24A-14,IPB24C-128,387.014
IPB24A-14,IPB24C-25,1233.143
IPB24A-14,IPB24C-68,387.014
IPB24A-14,IPB24C-84,391.445
IPB24A-14,IPB24C-89,388.189
IPB24A-14,IPB24C-95,388.189
IPB24A-14,IPB24C-96,388.189
IPB24A-14,IPB24C-97,388.189
IPB24A-14,IPB24D-46,1150.716
IPB24A-14,IPB24D-52,1218.480
IPB24A-14,IPB24E-170,2375.672
IPB24A-14,IPB24E-171,2407.840
IPB24A-14,IPB24E-172,2407.840
IPB24A-14,IPB24E-174,1648.579
IPB24A-14,IPB24E-175,2394.587
IPB24A-14,IPB24E-177,2394.587
IPB24A-14,IPB24E-179,2361.290
IPB24A-14,IPB24E-180,2386.262
IPB24A-14,IPB24E-181,2438.676
IPB24A-14,IPB24E-182,2159.508
IPB24A-14,IPB24E-183,2391.404
IPB24A-14,IPB24E-188,2515.279
IPB24A-14,IPB24E-189,2356.403
IPB24A-14,IPB24E-191,1907.531
IPB24A-14,IPB24E-192,2391.627
IPB24A-14,IPB24E-193,2375.672
IPB24A-14,IPB24E-194,2438.676
IPB24A-14,IPB24E-195,2159.508
IPB24A-14,IPB24E-196,2391.627
IPB24A-14,IPB24E-197,2391.627
IPB24A-14,IPB24E-198,2371.051
IPB24A-14,IPB24E-199,2394.587
IPB24A-14,IPB24E-200,2396.806
IPB24A-14,IPB24G-202,2407.840
IPB24A-14,IPB24G-203,2407.840
IPB24A-14,IPB24G-204,2407.840
IPB24A-14,IPB24G-206,2386.262
IPB24A-14,IPB24G-207,1766.032
IPB24A-14,IPB24G-209,1729.560
IPB24A-14,IPB24G-210,1735.373
IPB24A-14,IPB24G-211,1759.810
IPB24A-14,IPB24G-212,2009.729
IPB24A-14,IPB24G-213,1972.852
IPB24A-14,IPB24G-214,1995.334
IPB24A-14,IPB24G-215,1847.569
IPB24A-14,IPB24G-216,1874.350
IPB24A-14,IPB24G-217,1866.051
IPB24A-14,IPB24G-218,1659.931
IPB24A-14,IPB24G-219,1847.569
IPB24A-14,IPB24G-220,1759.810
IPB24A-14,IPB24G-221,1847.569
IPB24A-14,IPB24G-222,1729.560
IPB24A-14,IPB24G-223,1766.032
IPB24A-14,IPB24G-224,1847.569
IPB24A-14,IPB24G-225,2009.729
IPB24A-14,IPB24G-227,1759.810
IPB24A-14,IPB24G-228,1995.334
IPB24A-14,IPB24G-229,1635.453
IPB24A-14,IPB24G-230,1759.810
IPB24A-14,IPB24G-231,1766.032
IPB24A-14,IPB24G-232,1847.569
IPB24A-14,IPB24G-233,1847.569
IPB24A-14,IPB24G-234,1847.569
IPB24A-14,IPB24G-235,2009.729
IPB24A-14,IPB24G-236,2009.729
IPB24A-14,IPB24G-237,2009.729
IPB24A-14,IPB24G-238,1962.327
IPB24A-14,IPB24G-239,1995.334
IPB24A-14,IPB24G-240,1955.500
IPB24A-14,IPB24G-241,1866.712
IPB24A-14,IPB24H-133,1103.825
IPB24A-14,IPB4B-52,718.545
IPB24A-14,IPB4B-67,2407.470
IPB24A-14,IPB4B-78,2396.806
IPB24A-14,IPB4B-79,2396.806
IPB24A-14,IPB4B-80,2396.806
IPB24A-14,IPB6D-12,1771.514
IPB24A-14,IPB6D-3,1731.678
IPB24A-14,IPB6D-5,1704.758
IPB24A-14,IPB6D-6,1731.678
IPB24A-14,IPB6D-7,1731.678
IPB24A-15,IPB24A-17,7.451
IPB24A-15,IPB24A-18,6.513
IPB24A-15,IPB24A-19,6.513
IPB24A-15,IPB24A-2,5.038
IPB24A-15,IPB24A-20,2.646
IPB24A-15,IPB24A-21,2.646
IPB24A-15,IPB24A-27,1233.143
IPB24A-15,IPB24A-33,1078.486
IPB24A-15,IPB24A-34,1078.486
IPB24A-15,IPB24A-35,1078.486
IPB24A-15,IPB24A-36,873.768
IPB24A-15,IPB24A-37,1172.557
IPB24A-15,IPB24A-38,1172.557
IPB24A-15,IPB24A-39,1172.557
IPB24A-15,IPB24A-4,6.513
IPB24A-15,IPB24A-40,1047.648
IPB24A-15,IPB24A-5,2.646
IPB24A-15,IPB24A-6,2.646
IPB24A-15,IPB24A-7,12.425
IPB24A-15,IPB24A-8,12.425
IPB24A-15,IPB24A-9,28.496
IPB24A-15,IPB24B-11,387.014
IPB24A-15,IPB24B-12,387.014
IPB24A-15,IPB24B-13,6.513
IPB24A-15,IPB24C-105,379.727
IPB24A-15,IPB24C-106,388.189
IPB24A-15,IPB24C-107,388.189
IPB24A-15,IPB24C-108,388.189
IPB24A-15,IPB24C-109,388.189
IPB24A-15,IPB24C-110,388.189
IPB24A-15,IPB24C-111,388.189
IPB24A-15,IPB24C-115,387.014
IPB24A-15,IPB24C-119,238.766
IPB24A-15,IPB24C-125,387.014
IPB24A-15,IPB24C-126,387.014
IPB24A-15,IPB24C-127,387.014
IPB24A-15,IPB24C-128,387.014
IPB24A-15,IPB24C-62,386.753
IPB24A-15,IPB24C-63,386.753
IPB24A-15,IPB24C-66,386.753
IPB24A-15,IPB24C-68,387.014
IPB24A-15,IPB24C-84,391.445
IPB24A-15,IPB24C-89,388.189
IPB24A-15,IPB24C-90,388.189
IPB24A-15,IPB24C-91,388.189
IPB24A-15,IPB24C-92,388.189
IPB24A-15,IPB24C-95,388.189
IPB24A-15,IPB24C-96,388.189
IPB24A-15,IPB24C-97,388.189
IPB24A-15,IPB24E-170,2375.672
IPB24A-15,IPB24E-171,2407.840
IPB24A-15,IPB24E-172,2407.840
IPB24A-15,IPB24E-174,1648.579
IPB24A-15,IPB24E-175,2394.587
IPB24A-15,IPB24E-177,2394.587
IPB24A-15,IPB24E-179,2361.290
IPB24A-15,IPB24E-180,2386.262
IPB24A-15,IPB24E-181,2438.676
IPB24A-15,IPB24E-182,2159.508
IPB24A-15,IPB24E-183,2391.404
IPB24A-15,IPB24E-188,2515.279
IPB24A-15,IPB24E-189,2356.403
IPB24A-15,IPB24E-191,1907.531
IPB24A-15,IPB24E-192,2391.627
IPB24A-15,IPB24E-193,2375.672
IPB24A-15,IPB24E-194,2438.676
IPB24A-15,IPB24E-195,2159.508
IPB24A-15,IPB24E-196,2391.627
IPB24A-15,IPB24E-197,2391.627
IPB24A-15,IPB24E-198,2371.051
IPB24A-15,IPB24E-199,2394.587
IPB24A-15,IPB24E-200,2396.806
IPB24A-15,IPB24G-202,2407.840
IPB24A-15,IPB24G-203,2407.840
IPB24A-15,IPB24G-204,2407.840
IPB24A-15,IPB24G-206,2386.262
IPB24A-15,IPB24G-207,1766.032
IPB24A-15,IPB24G-209,1729.560
IPB24A-15,IPB24G-210,1735.373
IPB24A-15,IPB24G-211,1759.810
IPB24A-15,IPB24G-212,2009.729
IPB24A-15,IPB24G-213,1972.852
IPB24A-15,IPB24G-214,1995.334
IPB24A-15,IPB24G-215,1847.569
IPB24A-15,IPB24G-216,1874.350
IPB24A-15,IPB24G-217,1866.051
IPB24A-15,IPB24G-218,1659.931
IPB24A-15,IPB24G-219,1847.569
IPB24A-15,IPB24G-220,1759.810
IPB24A-15,IPB24G-221,1847.569
IPB24A-15,IPB24G-222,1729.560
IPB24A-15,IPB24G-223,1766.032
IPB24A-15,IPB24G-224,1847.569
IPB24A-15,IPB24G-225,2009.729
IPB24A-15,IPB24G-227,1759.810
IPB24A-15,IPB24G-228,1995.334
IPB24A-15,IPB24G-229,1635.453
IPB24A-15,IPB24G-230,1759.810
IPB24A-15,IPB24G-231,1766.032
IPB24A-15,IPB24G-232,1847.569
IPB24A-15,IPB24G-233,1847.569
IPB24A-15,IPB24G-234,1847.569
IPB24A-15,IPB24G-235,2009.729
IPB24A-15,IPB24G-236,2009.729
IPB24A-15,IPB24G-237,2009.729
IPB24A-15,IPB24G-238,1962.327
IPB24A-15,IPB24G-239,1995.334
IPB24A-15,IPB24G-240,1955.500
IPB24A-15,IPB24G-241,1866.712
IPB24A-15,IPB24H-133,1103.825
IPB24A-15,IPB4B-18,762.850
IPB24A-15,IPB4B-2,1539.754
IPB24A-15,IPB4B-25,711.107
IPB24A-15,IPB4B-36,1543.209
IPB24A-15,IPB4B-52,718.545
IPB24A-15,IPB4B-6,1087.003
IPB24A-15,IPB4B-67,2407.470
IPB24A-15,IPB4B-68,2407.470
IPB24A-15,IPB4B-78,2396.806
IPB24A-15,IPB4B-79,2396.806
IPB24A-15,IPB4B-80,2396.806
IPB24A-15,IPB6D-12,1771.514
IPB24A-15,IPB6D-3,1731.678
IPB24A-15,IPB6D-5,1704.758
IPB24A-15,IPB6D-6,1731.678
IPB24A-15,IPB6D-7,1731.678
IPB24A-17,IPB24A-18,2.102
IPB24A-17,IPB24A-19,2.102
IPB24A-17,IPB24A-2,3.536
IPB24A-17,IPB24A-20,7.837
IPB24A-17,IPB24A-21,7.837
IPB24A-17,IPB24A-27,1228.608
IPB24A-17,IPB24A-29,1067.305
IPB24A-17,IPB24A-37,1167.194
IPB24A-17,IPB24A-38,1167.194
IPB24A-17,IPB24A-39,1167.194
IPB24A-17,IPB24A-4,2.102
IPB24A-17,IPB24A-40,1042.129
IPB24A-17,IPB24A-42,1152.828
IPB24A-17,IPB24A-5,7.837
IPB24A-17,IPB24A-6,7.837
