gbifID,Province_standard,Species,Genus,Family,decimalLongitude,decimalLatitude,Province_assignment_method,basisOfRecord,coordinateUncertaintyInMeters
1323942158,Guizhou,Lyroderma lyra,Lyroderma,Megadermatidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942151,Guizhou,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323942141,Guizhou,Myotis alticraniatus,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942138,Guizhou,Rhinolophus xinanzhongguoensis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942133,Guizhou,Rhinolophus thomasi,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942128,Guizhou,Rhinolophus thomasi,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942126,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942123,Guizhou,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323942117,Guizhou,Myotis laniger,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942116,Guizhou,Myotis pilosus,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942114,Guizhou,Ia io,Ia,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942100,Guizhou,Ia io,Ia,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942095,Guizhou,Rhinolophus rex,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942090,Guizhou,Rhinolophus thomasi,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942089,Guizhou,Myotis alticraniatus,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942086,Guizhou,Rhinolophus thomasi,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942083,Guizhou,Rhinolophus thomasi,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942081,Guizhou,Rhinolophus thomasi,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942068,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942065,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942064,Guizhou,Rhinolophus rex,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942060,Guizhou,Rhinolophus macrotis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942054,Guizhou,Aselliscus stoliczkanus,Aselliscus,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323942052,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323942051,Guizhou,Rhinolophus rex,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942049,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323942048,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942047,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323942046,Guizhou,Aselliscus stoliczkanus,Aselliscus,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323942045,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323942044,Guizhou,Rhinolophus rex,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942043,Guizhou,Rhinolophus macrotis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942042,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942041,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323942039,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323942038,Guizhou,Hipposideros pomona,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323942037,Guizhou,Rhinolophus rex,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942036,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942035,Guizhou,Harpiocephalus harpia,Harpiocephalus,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942034,Guizhou,Myotis laniger,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942033,Guizhou,Myotis alticraniatus,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942031,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942030,Guizhou,Lyroderma lyra,Lyroderma,Megadermatidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942029,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323942027,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323942025,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323942024,Guizhou,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323942023,Guizhou,Rhinolophus rex,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942020,Guizhou,Myotis mystacinus,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942019,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323942018,Guizhou,Murina eleryi,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942017,Guizhou,Myotis alticraniatus,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942016,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323942014,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323942011,Guizhou,Aselliscus stoliczkanus,Aselliscus,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323942009,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942007,Guizhou,Harpiocephalus harpia,Harpiocephalus,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942004,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323942003,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942001,Guizhou,Rhinolophus pusillus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323942000,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941999,Guizhou,Rhinolophus rex,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941997,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941996,Guizhou,Rhinolophus macrotis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941994,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941993,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941991,Guizhou,Rhinolophus pusillus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941989,Guizhou,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941988,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941987,Guizhou,Murina eleryi,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941986,Guizhou,Rhinolophus pusillus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941985,Guizhou,Myotis mystacinus,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941984,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941983,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941981,Guizhou,Rhinolophus rex,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941980,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941979,Guizhou,Rhinolophus pusillus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941977,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941974,Guizhou,Rhinolophus macrotis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941973,Guizhou,Rhinolophus pusillus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941972,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941971,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941970,Guizhou,Myotis mystacinus,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941967,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941966,Guizhou,Rhinolophus rex,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941965,Guizhou,Hipposideros pomona,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941963,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941962,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941961,Guizhou,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941960,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941959,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941958,Guizhou,Myotis laniger,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941957,Guizhou,Lyroderma lyra,Lyroderma,Megadermatidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941955,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941951,Guizhou,Lyroderma lyra,Lyroderma,Megadermatidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941950,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941949,Guizhou,Myotis alticraniatus,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941948,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941946,Guizhou,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941943,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941942,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941939,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941938,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941937,Guizhou,Rhinolophus rex,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941935,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941934,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941933,Guizhou,Myotis altarium,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941932,Guizhou,Myotis mystacinus,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941930,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941929,Guizhou,Rhinolophus pusillus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941927,Guizhou,Aselliscus stoliczkanus,Aselliscus,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941926,Guizhou,Myotis mystacinus,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941925,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941924,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941923,Guizhou,Myotis mystacinus,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941922,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941921,Guizhou,Myotis alticraniatus,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941920,Guizhou,Rhinolophus pusillus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941919,Guizhou,Rhinolophus rex,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941918,Guizhou,Lyroderma lyra,Lyroderma,Megadermatidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941917,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941916,Guizhou,Rhinolophus rex,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941915,Guizhou,Myotis alticraniatus,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941914,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941912,Guizhou,Myotis alticraniatus,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941910,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941907,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941906,Guizhou,Rhinolophus pusillus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941904,Guizhou,Myotis alticraniatus,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941903,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941902,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941901,Guizhou,Myotis mystacinus,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941899,Guizhou,Rhinolophus rex,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941898,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941897,Guizhou,Rhinolophus pusillus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941896,Guizhou,Aselliscus stoliczkanus,Aselliscus,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941895,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941894,Guizhou,Aselliscus stoliczkanus,Aselliscus,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941893,Guizhou,Myotis alticraniatus,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941892,Guizhou,Murina eleryi,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941890,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941889,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941888,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941887,Guizhou,Hipposideros pomona,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941886,Guizhou,Myotis laniger,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941885,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941884,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941883,Guizhou,Ia io,Ia,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941882,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941881,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941880,Guizhou,Lyroderma lyra,Lyroderma,Megadermatidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941879,Guizhou,Aselliscus stoliczkanus,Aselliscus,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941878,Guizhou,Rhinolophus pusillus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941876,Guizhou,Rhinolophus pusillus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941875,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941874,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941873,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941872,Guizhou,Myotis alticraniatus,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941871,Guizhou,Rhinolophus macrotis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941870,Guizhou,Rhinolophus luctus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941868,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941866,Guizhou,Rhinolophus rex,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941865,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941864,Guizhou,Rhinolophus macrotis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941863,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941862,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941860,Guangxi,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941859,Guizhou,Murina shuipuensis,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941858,Guangxi,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941857,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941855,Guangxi,Murina cyclotis,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941854,Guangxi,Murina leucogaster,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941853,Guizhou,Myotis alticraniatus,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941852,Guangxi,Murina cyclotis,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941851,Guangxi,Murina feae,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941849,Guangxi,Murina lorelieae,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941848,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941847,Guangxi,Murina feae,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941846,Guangxi,Murina cyclotis,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941845,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941844,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941843,Guangxi,Murina cyclotis,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941842,Guangxi,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941840,Guangxi,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941839,Guangxi,Murina eleryi,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941838,Guangxi,Rhinolophus marshalli,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941837,Guizhou,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941836,Guangxi,Murina cyclotis,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941835,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941834,Guangxi,Murina cyclotis,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941833,Guangxi,Sphaerias blanfordi,Sphaerias,Pteropodidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941832,Guizhou,Rhinolophus rouxii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941830,Guangxi,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941829,Guangxi,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941828,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941826,Guangxi,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941825,Guangxi,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941824,Guangxi,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941823,Guangxi,Murina leucogaster,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941822,Guangxi,Murina cyclotis,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941821,Guangxi,Murina cyclotis,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941820,Guangxi,Myotis muricola,Myotis,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941819,Guizhou,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941817,Guangxi,Murina cyclotis,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941816,Guangxi,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941815,Guangxi,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941814,Guangxi,Murina cyclotis,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941813,Guangxi,Murina cyclotis,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941812,Guangxi,Murina cyclotis,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941811,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941810,Guangxi,Sphaerias blanfordi,Sphaerias,Pteropodidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941809,Guangxi,Rousettus leschenaultii,Rousettus,Pteropodidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941808,Guangxi,Murina feae,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941807,Guangxi,Rhinolophus affinis,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941805,Guangxi,Hipposideros pomona,Hipposideros,Hipposideridae,,,stateProvince,PRESERVED_SPECIMEN,
1323941804,Guangxi,Rhinolophus stheno,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941802,Guangxi,Murina leucogaster,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941801,Guangxi,Murina leucogaster,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941800,Guangxi,Murina chrysochaetes,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941799,Guangxi,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941798,Guangxi,Murina eleryi,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941797,Guangxi,Sphaerias blanfordi,Sphaerias,Pteropodidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941796,Guizhou,Rhinolophus rex,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941795,Guangxi,Murina leucogaster,Murina,Vespertilionidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941794,Guangxi,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
1323941792,Guangxi,Sphaerias blanfordi,Sphaerias,Pteropodidae,,,stateProvince,PRESERVED_SPECIMEN,
