gbifID,Province_standard,Species,Genus,Family,decimalLongitude,decimalLatitude,Province_assignment_method,basisOfRecord,coordinateUncertaintyInMeters
665802958,Yunnan,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
665802957,Yunnan,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
665802956,Yunnan,Rhinolophus osgoodi,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
665802587,Yunnan,Rhinolophus osgoodi,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
665802586,Yunnan,Rhinolophus osgoodi,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
665802585,Yunnan,Rhinolophus osgoodi,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
665802584,Yunnan,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
665802583,Yunnan,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
665802582,Yunnan,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
665802581,Yunnan,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
665802580,Yunnan,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
665802579,Yunnan,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
665802578,Yunnan,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
665802577,Yunnan,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
665802576,Yunnan,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
665802575,Yunnan,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,,,stateProvince,PRESERVED_SPECIMEN,
665716196,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,PRESERVED_SPECIMEN,
665716195,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,PRESERVED_SPECIMEN,
6274770442,Yunnan,Mirostrellus joffrei,Mirostrellus,Vespertilionidae,103.0,22.99,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
6274189694,Yunnan,Hipposideros lankadiva,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,24417.0
6274162729,Yunnan,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,
6274027650,Zhejiang,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,29558.0
6274001382,Guangxi,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,
6273987779,Zhejiang,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,29558.0
6273962870,Guangxi,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,
6273892739,Zhejiang,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,29558.0
6273794444,Guangxi,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,HUMAN_OBSERVATION,
6273724922,Zhejiang,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,29558.0
6273546620,Zhejiang,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,29558.0
6273159425,Zhejiang,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,29582.0
6253287074,Yunnan,Rhinolophus macrotis,Rhinolophus,Rhinolophidae,,,stateProvince,HUMAN_OBSERVATION,
6252994174,Yunnan,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,
6252987706,Yunnan,Hipposideros gentilis,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,
6252818802,Yunnan,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,,,stateProvince,HUMAN_OBSERVATION,
6252251110,Yunnan,Aselliscus stoliczkanus,Aselliscus,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,
6251661165,Yunnan,Rhinolophus siamensis,Rhinolophus,Rhinolophidae,,,stateProvince,HUMAN_OBSERVATION,
6251539911,Yunnan,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,
6235655939,Guangdong,Hipposideros gentilis,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,977.0
6235595309,Guangdong,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,,,stateProvince,HUMAN_OBSERVATION,977.0
6195579207,Fujian,Scotophilus kuhlii,Scotophilus,Vespertilionidae,,,stateProvince,HUMAN_OBSERVATION,9473.0
6195571555,Fujian,Scotophilus kuhlii,Scotophilus,Vespertilionidae,,,stateProvince,HUMAN_OBSERVATION,448.0
6191571202,Yunnan,Tadarida insignis,Tadarida,Molossidae,102.29,24.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
6191435691,Yunnan,Tadarida insignis,Tadarida,Molossidae,102.29,24.48,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
6191425650,Guizhou,Ia io,Ia,Vespertilionidae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
6190840307,Yunnan,Murina huttonii,Murina,Vespertilionidae,103.0,22.99,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
6190763236,Yunnan,Murina huttonii,Murina,Vespertilionidae,102.95,23.03,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
6190682179,Guangxi,Hipposideros larvatus,Hipposideros,Hipposideridae,110.34,25.18,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
6190678365,Yunnan,Murina huttonii,Murina,Vespertilionidae,103.0,22.99,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
6190674339,Yunnan,Murina huttonii,Murina,Vespertilionidae,102.99,22.99,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
6190617029,Yunnan,Murina huttonii,Murina,Vespertilionidae,102.95,23.03,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
6190525500,Yunnan,Murina huttonii,Murina,Vespertilionidae,102.99,22.99,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,
6188250254,Guangxi,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,
6188007883,Zhejiang,Hypsugo pulveratus,Hypsugo,Vespertilionidae,,,stateProvince,HUMAN_OBSERVATION,8000.0
6186076670,Zhejiang,Pipistrellus abramus,Pipistrellus,Vespertilionidae,,,stateProvince,HUMAN_OBSERVATION,29533.0
6185120387,Fujian,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,41.0
6185049421,Zhejiang,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,HUMAN_OBSERVATION,55860.0
6185024066,Zhejiang,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,,,stateProvince,HUMAN_OBSERVATION,55860.0
6184948932,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,30217.0
6184840234,Zhejiang,Myotis chinensis,Myotis,Vespertilionidae,,,stateProvince,HUMAN_OBSERVATION,55860.0
6184839569,Zhejiang,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,,,stateProvince,HUMAN_OBSERVATION,55860.0
6184721657,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,30217.0
6179211762,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,20.0
6179084747,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,30278.0
6170858340,Guangdong,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,488.0
6163355758,Fujian,Hypsugo pulveratus,Hypsugo,Vespertilionidae,,,stateProvince,HUMAN_OBSERVATION,
6159686523,Yunnan,Sphaerias blanfordi,Sphaerias,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,202.0
6159627924,Guangdong,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,,,stateProvince,HUMAN_OBSERVATION,488.0
6159590477,Guangdong,Pipistrellus abramus,Pipistrellus,Vespertilionidae,,,stateProvince,HUMAN_OBSERVATION,1953.0
6159417031,Zhejiang,Rhinolophus perniger,Rhinolophus,Rhinolophidae,,,stateProvince,HUMAN_OBSERVATION,29508.0
6159246783,Guangdong,Rhinolophus perniger,Rhinolophus,Rhinolophidae,,,stateProvince,HUMAN_OBSERVATION,31.0
6133310414,Sichuan,Rhinolophus nippon,Rhinolophus,Rhinolophidae,,,stateProvince,HUMAN_OBSERVATION,8.0
6133227310,Sichuan,Plecotus wardi,Plecotus,Vespertilionidae,,,stateProvince,HUMAN_OBSERVATION,207.0
6131607369,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,8.0
6130243000,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,8.0
6130167502,Sichuan,Murina leucogaster,Murina,Vespertilionidae,,,stateProvince,HUMAN_OBSERVATION,198.0
6129999536,Yunnan,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,,,stateProvince,HUMAN_OBSERVATION,10.0
5995582537,Zhejiang,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,119.13,29.56,coordinate_spatial_join_from_blank_stateProvince,HUMAN_OBSERVATION,
5938428356,Guangdong,Hypsugo pulveratus,Hypsugo,Vespertilionidae,,,stateProvince,HUMAN_OBSERVATION,565.0
5936341735,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,178.0
5936302046,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,30278.0
5936213570,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,488.0
5935706883,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,1.0
5932677303,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,11819.0
5932230039,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,203.0
5920247730,Zhejiang,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,199.0
5920145752,Zhejiang,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,199.0
5908992144,Zhejiang,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,9.0
5908981533,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,75.0
5908771746,Fujian,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,1066.0
5903973816,Fujian,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,1.0
5903818899,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,1513.0
5897754526,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,8.0
5897692096,Guangxi,Hipposideros larvatus,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,5.0
5897648677,Fujian,Miniopterus fuliginosus,Miniopterus,Vespertilionidae,,,stateProvince,HUMAN_OBSERVATION,
5897333635,Guangdong,Hypsugo cadornae,Hypsugo,Vespertilionidae,,,stateProvince,HUMAN_OBSERVATION,41.0
5897253796,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,203.0
5893014212,Guangdong,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,
5892767774,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,13.0
5892416760,Zhejiang,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,1384.0
5889691577,Fujian,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,,,stateProvince,HUMAN_OBSERVATION,29868.0
5889554073,Guangdong,Hipposideros gentilis,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,1953.0
5889418364,Guangdong,Cynopterus sphinx,Cynopterus,Pteropodidae,,,stateProvince,HUMAN_OBSERVATION,7.0
5868209358,Guangdong,Hypsugo pulveratus,Hypsugo,Vespertilionidae,,,stateProvince,HUMAN_OBSERVATION,34041.0
5867721514,Guangdong,Hypsugo pulveratus,Hypsugo,Vespertilionidae,,,stateProvince,HUMAN_OBSERVATION,378.0
5864827715,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5864717670,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.27,21.92,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5864610083,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5864607959,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.27,21.92,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5864455322,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5864343355,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5864120548,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5863975002,Yunnan,Rhinolophus stheno,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5863719657,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.27,21.92,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5863612415,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5863524810,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5863484037,Yunnan,Kerivoula titania,Kerivoula,Vespertilionidae,101.3,21.3,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5863483187,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.27,21.92,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5863415762,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5863373401,Yunnan,Aselliscus stoliczkanus,Aselliscus,Hipposideridae,103.99,24.88,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5863373372,Yunnan,Hipposideros armiger,Hipposideros,Hipposideridae,101.38,21.81,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5863373319,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5863316983,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5863316950,Yunnan,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5863248299,Yunnan,Rhinolophus stheno,Rhinolophus,Rhinolophidae,101.27,21.92,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5863238870,Yunnan,Rhinolophus stheno,Rhinolophus,Rhinolophidae,101.27,21.92,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5863233600,Yunnan,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5863057587,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5862975238,Yunnan,Kerivoula titania,Kerivoula,Vespertilionidae,101.3,21.3,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5862966572,Yunnan,Aselliscus stoliczkanus,Aselliscus,Hipposideridae,103.99,24.88,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5862966542,Yunnan,Hipposideros armiger,Hipposideros,Hipposideridae,101.38,21.81,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5862966488,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5862751255,Yunnan,Rhinolophus stheno,Rhinolophus,Rhinolophidae,101.27,21.92,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5862675896,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.27,21.92,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5862673904,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5862585013,Yunnan,Rhinolophus luctus,Rhinolophus,Rhinolophidae,101.27,21.92,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5862481692,Yunnan,Rhinolophus stheno,Rhinolophus,Rhinolophidae,101.27,21.92,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5862469807,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5862392929,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5862257379,Yunnan,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5862091782,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5861996336,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5861917483,Yunnan,Rhinolophus stheno,Rhinolophus,Rhinolophidae,101.27,21.92,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5861892189,Yunnan,Rhinolophus stheno,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5861881877,Yunnan,Rhinolophus stheno,Rhinolophus,Rhinolophidae,101.27,21.92,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5861875430,Yunnan,Rhinolophus stheno,Rhinolophus,Rhinolophidae,101.27,21.92,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5861856671,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5861780751,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.27,21.92,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5861674910,Yunnan,Rhinolophus stheno,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5861653182,Yunnan,Kerivoula titania,Kerivoula,Vespertilionidae,101.29,21.32,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5861616640,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5861554884,Guizhou,Murina shuipuensis,Murina,Vespertilionidae,107.88,25.48,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5861529153,Yunnan,Rhinolophus stheno,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5861463897,Yunnan,Rhinolophus stheno,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5861428657,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.27,21.92,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5861251911,Yunnan,Kerivoula titania,Kerivoula,Vespertilionidae,101.3,21.3,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5861251444,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5861248757,Yunnan,Kerivoula titania,Kerivoula,Vespertilionidae,101.3,21.3,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5861240521,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5861228233,Yunnan,Rhinolophus stheno,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5861165691,Yunnan,Rhinolophus stheno,Rhinolophus,Rhinolophidae,101.27,21.92,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5861124117,Yunnan,Rhinolophus stheno,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5860702178,Yunnan,Rhinolophus marshalli,Rhinolophus,Rhinolophidae,102.16,24.62,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5860681194,Yunnan,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,101.38,21.81,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5860602315,Yunnan,Rhinolophus stheno,Rhinolophus,Rhinolophidae,101.27,21.92,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5860498869,Yunnan,Rhinolophus stheno,Rhinolophus,Rhinolophidae,100.71,22.61,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5860455244,Yunnan,Rhinolophus stheno,Rhinolophus,Rhinolophidae,101.27,21.92,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5860436936,Yunnan,Rhinolophus pearsonii,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5860238549,Yunnan,Kerivoula titania,Kerivoula,Vespertilionidae,101.29,21.32,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5860152842,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5860141840,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.27,21.92,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5860019860,Yunnan,Rhinolophus malayanus,Rhinolophus,Rhinolophidae,101.27,21.92,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5859908793,Yunnan,Rhinolophus stheno,Rhinolophus,Rhinolophidae,101.28,21.91,coordinate_spatial_join_from_blank_stateProvince,MATERIAL_SAMPLE,
5840159663,Anhui,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,,,stateProvince,HUMAN_OBSERVATION,
5840094745,Guizhou,Hipposideros gentilis,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,674.0
5840002764,Guizhou,Hipposideros gentilis,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,674.0
5839851050,Anhui,Rhinolophus nippon,Rhinolophus,Rhinolophidae,,,stateProvince,HUMAN_OBSERVATION,
5838040601,Guangdong,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,30278.0
583538362,Yunnan,Sphaerias blanfordi,Sphaerias,Pteropodidae,,,stateProvince,PRESERVED_SPECIMEN,
583538357,Yunnan,Sphaerias blanfordi,Sphaerias,Pteropodidae,,,stateProvince,PRESERVED_SPECIMEN,
583538342,Yunnan,Sphaerias blanfordi,Sphaerias,Pteropodidae,,,stateProvince,PRESERVED_SPECIMEN,
583538339,Yunnan,Sphaerias blanfordi,Sphaerias,Pteropodidae,,,stateProvince,PRESERVED_SPECIMEN,
583538336,Yunnan,Sphaerias blanfordi,Sphaerias,Pteropodidae,,,stateProvince,PRESERVED_SPECIMEN,
583538169,Yunnan,Rousettus leschenaultii,Rousettus,Pteropodidae,,,stateProvince,PRESERVED_SPECIMEN,
583538143,Yunnan,Sphaerias blanfordi,Sphaerias,Pteropodidae,,,stateProvince,PRESERVED_SPECIMEN,
583538140,Yunnan,Sphaerias blanfordi,Sphaerias,Pteropodidae,,,stateProvince,PRESERVED_SPECIMEN,
583538137,Yunnan,Sphaerias blanfordi,Sphaerias,Pteropodidae,,,stateProvince,PRESERVED_SPECIMEN,
583496144,Guangdong,Pteropus rufus,Pteropus,Pteropodidae,113.29,23.1,coordinate_spatial_join_from_blank_stateProvince,PRESERVED_SPECIMEN,11002.0
5828439486,Fujian,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,
5828320687,Fujian,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,
5828275263,Fujian,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,1217.0
5760190768,Guangdong,Pipistrellus abramus,Pipistrellus,Vespertilionidae,,,stateProvince,HUMAN_OBSERVATION,
5760106090,Guangdong,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,203.0
5292625119,Yunnan,Aselliscus stoliczkanus,Aselliscus,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,159.0
5292441894,Zhejiang,Hipposideros armiger,Hipposideros,Hipposideridae,,,stateProvince,HUMAN_OBSERVATION,192.0
